id,ra,dec,X_IMAGE,Y_IMAGE,g1_noshear,g2_noshear,g1_MC,g2_MC,g1_Rinv,g2_Rinv,T_noshear,flux
11.0,199.54458088768985,32.97280104074685,2841.9646,119.5976,0.7485667593280886,0.09250007485736313,0.5562973105741386,-0.0905030273366425,0.8642430408125404,0.1404665983829187,2.7653319301768473,42.30543371420131
11.0,199.54458088768985,32.97280104074685,2851.3677,119.6842,0.7485667593280886,0.09250007485736313,0.5562973105741386,-0.0905030273366425,0.8642430408125404,0.1404665983829187,2.7653319301768473,42.30543371420131
69.0,199.40838996919996,32.97304942698942,4847.8193,123.4428,-0.011269714873213614,-0.017355775381294812,-0.01621841022583552,-0.013950580071286873,-0.013011227829377357,-0.026355727104737856,0.42255296451130253,57.16771006452743
114.0,199.44743940904849,32.97322849181809,4285.356,122.8289,0.004786333399030863,0.2657883225410525,0.0035720619143953898,0.5878967164065602,0.005525967162680342,0.4036146091212791,0.5645224466645233,237.2874898579172
96.0,199.4988154437899,32.97332322315908,3522.3662,128.2037,0.21066241930055193,0.018206078467516987,0.47545916040388575,0.1013038939628198,0.24321615617110107,0.02764696046103842,1.3529092825296867,101.66605620370474
114.0,199.44743940904849,32.97322849181809,4275.2686,126.8587,0.004786333399030863,0.2657883225410525,0.0035720619143953898,0.5878967164065602,0.005525967162680342,0.4036146091212791,0.5645224466645233,237.2874898579172
149.0,199.6550206302173,32.97279724640663,1232.2028,121.6958,0.012875280176856295,-0.04167346476312555,0.014303391705032174,-0.044819866790330884,0.014864901697408532,-0.06328351460399609,1.2878564068215375,136.3863261862547
155.0,199.30461122615682,32.973804457207315,6369.7197,139.4673,0.37071942012854403,0.6435087538504431,-0.6661795321738861,-0.11575908570446375,0.4280068209650897,0.9772044598059847,20.601582679942382,64.45628404609803
163.0,199.53757931045135,32.9736556605032,2954.0789,134.4877,-0.04662563889805821,0.05940378301759494,-0.0225030832262756,0.06753306368683823,-0.053830715081784775,0.09020800625756836,0.32977771206965795,57.78208185409619
333.0,199.3842846595792,32.973517393902824,5193.7598,134.557,-0.020787352522316213,-0.12387930548728679,-0.01884761897687946,-0.22627367569616402,-0.023999629332264797,-0.18811773589016156,1.2317471811484226,53.406701776519306
228.0,199.3044491081282,32.97424299922181,6372.0693,147.4167,0.23469685945497232,0.30475738124828883,0.23224574616888088,0.48236949196344225,0.2709646467157892,0.4627913300831868,4.3094484423182475,77.69269815032544
268.0,199.37710527065818,32.97278230886542,5307.7388,121.3259,0.18725078277295182,0.31756141489980017,0.29248797804685933,0.6158795075151929,0.21618671131414205,0.48223497978165025,0.3695918753383798,316.7354748217156
269.0,199.4700902035067,32.973509670423354,3943.178,132.061,-0.08661178112702364,-0.07912999323742939,-0.09641315847046779,-0.15028472609122917,-0.099995929766635,-0.12016337281093874,0.4595399681237396,59.83373312924599
278.0,199.4073511872524,32.973146664331054,4863.3408,126.1672,-0.0634926306507541,-0.011435026879491168,-0.03963853456444033,-0.00677725993522983,-0.07330416893217265,-0.017364735441092533,0.48373800401469763,58.23392560953771
293.0,199.4028370975768,32.97387688845348,4929.6763,138.9762,0.34949343137930133,0.2590803680760123,0.37443128386987107,0.3056612810434462,0.4035007727973028,0.39342820065334366,1.4635446490444644,54.51597317223045
295.0,199.4035509443752,32.97407617441247,4919.2324,142.4589,0.37603416831843584,-0.0725049940960343,0.29567380518858066,-0.07004023553848705,0.43414285903991406,-0.11010293669651922,4.157197573122527,92.40119544692276
296.0,199.44825807893832,32.974762063091624,4263.7485,153.7214,-0.04814491641830064,0.2892141408531498,-0.32931410872350797,0.942762953745326,-0.05558476708525742,0.43918803992888306,0.7003356027078054,264.66196937891834
300.0,199.63093310947568,32.9732896103639,1585.4359,129.4137,0.10477191167612972,-0.030584883549876207,0.1074087575885394,-0.05660114864139923,0.12096235160107463,-0.04644487651294931,2.0409748185767906,74.26289918141333
304.0,199.53847305661623,32.974808992763094,2940.9258,154.6674,-0.09624121850784356,0.08975502930497739,-0.04715144897755423,0.15942820673334476,-0.1111134074526382,0.13629809136555285,0.33868914425313357,57.21400446009554
310.0,199.53807625122235,32.97482629661378,2947.1296,155.2908,-0.22708987781264772,0.8453608790564788,-0.001059829714590954,0.02207515873905814,-0.26218215555645846,1.283728335032858,123.24397555927682,366.998686916705
333.0,199.3842846595792,32.973517393902824,5201.4429,132.8757,-0.020787352522316213,-0.12387930548728679,-0.01884761897687946,-0.22627367569616402,-0.023999629332264797,-0.18811773589016156,1.2317471811484226,53.406701776519306
351.0,199.3253505630978,32.9747627667296,6065.3389,155.806,0.22102744402155122,-0.12037307700096847,0.37038077745985976,0.301275927879504,0.255182891764616,-0.18279332951118424,1.3322989747201959,61.78329644780001
387.0,199.44571300569902,32.97494056191258,4301.2036,156.9856,-0.13134515333572025,-0.08582891360570637,-0.09980170176815664,-0.061288877658414245,-0.15164196552989104,-0.13033606249168675,0.2539888960655863,88.02094712342964
394.0,199.64723599466495,32.974806557737146,1346.6118,156.0497,0.20970258435943168,-0.010727471397284494,0.5987008045452397,-0.13895568813828563,0.24210799760293744,-0.01629027239978132,0.750878138286851,39.76746645947925
402.0,199.4187186961177,32.97405777309574,4697.0366,141.8197,0.1635180808517351,0.18771389010326248,0.23915612594271443,0.24775604708513344,0.18878658671670415,0.2850541651202936,0.8016919741396319,60.39751895547048
420.0,199.40514584627203,32.97549035674917,4895.3745,166.7289,0.08469911303370772,-0.10724189122546049,0.06855039008821627,-0.21155573764147365,0.09778769640810836,-0.16285288079842353,0.5185230123991194,39.58011009590186
422.0,199.3956331405906,32.97516923119042,5034.9736,161.5933,-0.2702250009626181,0.10182831553959316,-0.2806952339550406,1.1976153009191588,-0.3119829642784695,0.15463205975741517,0.7746706527601566,65.45463858314423
436.0,199.3249433603479,32.97487074952389,6071.334,157.8099,0.03551323207482979,-0.22707388743107035,0.8439092252288187,-4.1334500961478255,0.04100110417002947,-0.34482454850131683,0.7951313946175018,47.93515555497684
454.0,199.52533949539762,32.97350168622119,3133.7346,131.4294,0.07927769067352114,0.047227639894018264,0.07876565014840484,0.054699718019230785,0.09152849976637879,0.07171784385899992,1.3839093502630677,139.73571065860781
469.0,199.2758995637399,32.9756093931358,6790.2988,172.1466,-0.21130872982608248,0.1041098765697946,-0.19696467292792047,0.1640685349048047,-0.24396234128676803,0.15809673929858975,2.022738322753907,70.12711595042983
351.0,199.3253505630978,32.9747627667296,6064.5918,164.7705,0.22102744402155122,-0.12037307700096847,0.37038077745985976,0.301275927879504,0.255182891764616,-0.18279332951118424,1.3322989747201959,61.78329644780001
436.0,199.3249433603479,32.97487074952389,6072.5156,165.766,0.03551323207482979,-0.22707388743107035,0.8439092252288187,-4.1334500961478255,0.04100110417002947,-0.34482454850131683,0.7951313946175018,47.93515555497684
485.0,199.68754029106162,32.97297364623563,755.4005,125.5083,0.015930993004914108,-0.09808240799908897,0.021716665605721858,-0.13077061458375272,0.018392814890803622,-0.1489436871708749,1.337406784095695,548.2621377264525
486.0,199.49893426735065,32.97402531631195,3520.1917,140.7714,0.16306452179835562,-0.01473223060615816,0.18973784014270872,0.007370213770333561,0.1882629390251708,-0.022371725893528132,1.1377808104434377,88.37423628545658
488.0,199.33660181335037,32.9747144493496,5900.6211,154.6501,-0.18102354568415457,-0.19293200167906177,-0.509963815031966,-0.25185403159782055,-0.20899717711372753,-0.2929781628485691,0.17412508750304423,33.6206523323117
497.0,199.30775911004957,32.97364992780638,6323.3442,136.8833,-0.0049926077265573824,-0.1490994513686926,-0.008467253205122666,-0.2023012860155267,-0.005764117133730481,-0.22641595465533323,0.5020718660436153,61.380829853807604
498.0,199.40774796969507,32.97387775157711,4857.1079,138.6362,-0.03991094088129085,0.011747014124947072,-0.0548807827571483,0.01531122138037323,-0.046078392446783155,0.017838505729123377,0.5533869923249267,61.33839943689352
