#     gal_num          x_image          y_image             ra              dec            g1_nopsf         g2_nopsf         g1_meas          g2_meas            fwhm       final_sigmaSize  nopsf_sigmaSize       nfw_g1           nfw_g2           nfw_mu          redshift           flux          stamp_sum         noisevar     
            1506   2.69700000e+03   2.15000000e+02   2.89543061e+02  -3.32152222e+01  -2.11451340e-01  -2.37777714e-01  -1.57730380e-01  -1.75036617e-01   6.60534424e-01   1.67147124e+00   1.34915519e+00   7.73173859e-02  -5.35827440e-02   1.20557384e+00   5.26719209e-01   6.75586927e+02   6.75586914e+02   0.00000000e+00
            1507   3.90000000e+03   4.12600000e+03   2.89461661e+02  -3.29912054e+01   1.71685982e-01  -4.20713693e-01   1.33992653e-01  -3.19962041e-01   5.56609234e-01   1.87857485e+00   1.36709869e+00   8.94313215e-02  -5.79318134e-02   1.24549074e+00   6.18188431e-01   1.51902837e+03   1.51902832e+03   0.00000000e+00
            1508   4.80800000e+03   5.61000000e+02   2.89398743e+02  -3.31950155e+01   5.50528131e-02   8.49283483e-04   4.77915139e-02   7.37075477e-04   1.04760710e+00   2.33484864e+00   2.15869737e+00   1.30607105e-02   1.13352168e-01   1.24667639e+00   1.09425400e+00   1.42869466e+04   1.42869473e+04   0.00000000e+00
            1510   4.59500000e+03   3.34300000e+03   2.89414044e+02  -3.30358494e+01   4.35711990e-01  -4.73143515e-02   3.20317544e-01  -3.48957234e-02   6.18968992e-01   1.61404562e+00   1.34493613e+00  -1.48905832e-02  -1.27283064e-01   1.33522170e+00   7.15602427e-01   7.66710142e+02   7.66710083e+02   0.00000000e+00
            1511   5.74900000e+03   1.19500000e+03   2.89334614e+02  -3.31584834e+01   1.21131230e-01  -3.22392508e-01   6.89065642e-02  -2.62702016e-01   5.40094860e-01   1.66045380e+00   9.78858829e-01  -6.80035051e-02   7.01133462e-02   1.18718954e+00   1.04778708e+00   8.32723404e+03   8.32723535e+03   0.00000000e+00
            1513   7.13000000e+02   3.15000000e+02   2.89678747e+02  -3.32097150e+01   0.00000000e+00   0.00000000e+00  -6.04059762e-02   1.23550946e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -2.45133304e-02  -7.81875777e-02   1.13595475e+00   1.17478845e+00   1.46345445e+03   1.46345447e+03   0.00000000e+00
            1514   1.73200000e+03   1.23500000e+03   2.89609168e+02  -3.31569514e+01  -1.73878451e-01   2.66653301e-02  -8.53001773e-02   1.74625999e-02   5.87734494e-01   1.39095402e+00   9.39622223e-01  -5.32438678e-02  -1.08688695e-01   1.29282386e+00   7.85998580e-01   3.17407219e+03   3.17407227e+03   0.00000000e+00
            1515   1.16900000e+03   9.58000000e+02   2.89647669e+02  -3.31728619e+01   0.00000000e+00   0.00000000e+00  -2.65687945e-02  -3.03044565e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -4.32786302e-02  -7.83906723e-02   1.17495660e+00   6.58174195e-01   5.05040255e+02   5.05040283e+02   0.00000000e+00
            1516   9.19000000e+02   4.12000000e+02   2.89664713e+02  -3.32041520e+01  -9.12929518e-02   1.83526855e-01  -6.06909423e-02   1.20892938e-01   6.42139167e-01   1.40148878e+00   1.16897249e+00  -1.93809905e-02  -6.85588232e-02   1.12188484e+00   5.66364976e-01   3.90472485e+02   3.90472473e+02   0.00000000e+00
            1517   5.56100000e+03   3.35000000e+03   2.89348140e+02  -3.30352648e+01   2.61282019e-01  -4.27371765e-02   1.85168130e-01  -3.15812739e-02   6.22994378e-01   1.65742159e+00   1.29878080e+00  -5.01024059e-02  -6.85553910e-02   1.16558854e+00   5.71349835e-01   2.39583397e+03   2.39583374e+03   0.00000000e+00
            1518   2.49600000e+03   9.28000000e+02   2.89556914e+02  -3.31744155e+01  -1.97739944e-01  -1.30823514e-01  -1.23579880e-01  -5.95694401e-02   4.84025838e-01   1.16735947e+00   8.03574562e-01   6.62008667e-02  -1.43549880e-01   1.45299998e+00   1.24796467e+00   2.01826051e+03   2.01826050e+03   0.00000000e+00
            1519   3.33900000e+03   2.79000000e+03   2.89499640e+02  -3.30677338e+01   1.03687304e-01   4.21319841e-03   7.39189022e-02   3.01272860e-03   7.14133706e-01   1.60407567e+00   1.29656374e+00   3.01797084e-01  -5.64907258e-03   3.06355839e+00   8.36348567e-01   1.39866522e+04   1.39866523e+04   0.00000000e+00
            1520   2.76900000e+03   7.73000000e+02   2.89538218e+02  -3.31832405e+01   1.48919431e-01   6.96472800e-02   1.26481970e-01   5.93125930e-02   8.16404236e-01   2.43397975e+00   2.13125300e+00   9.54631444e-02  -8.60641649e-02   1.35362453e+00   6.17641901e-01   9.50326060e+03   9.50326074e+03   0.00000000e+00
            1521   4.60000000e+03   4.15000000e+03   2.89413938e+02  -3.29896641e+01   0.00000000e+00   0.00000000e+00   7.87633240e-02   9.64085141e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03   3.69703590e-02  -8.46336309e-02   1.19073977e+00   5.91742291e-01   6.60964466e+02   6.60964478e+02   0.00000000e+00
            1524   8.74000000e+02   7.84000000e+02   2.89667794e+02  -3.31828453e+01   8.71711984e-02  -1.18423510e-01   6.89529506e-02  -8.69244110e-02   6.25765167e-01   1.82233250e+00   1.32813311e+00  -4.52671369e-02  -8.21485893e-02   1.17035369e+00   1.26830717e+00   9.95472360e+02   9.95472351e+02   0.00000000e+00
            1525   3.33100000e+03   3.43600000e+03   2.89500360e+02  -3.30308081e+01   0.00000000e+00   0.00000000e+00   6.08608639e-02  -2.04185697e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03   1.69193849e-01   1.47699382e-03   1.57587779e+00   7.76725449e-01   1.07181538e+03   1.07181543e+03   0.00000000e+00
            1527   6.46200000e+03   1.76800000e+03   2.89286050e+02  -3.31255407e+01   4.92901681e-01  -2.10077228e-01   3.57486272e-01  -1.53905643e-01   5.57786309e-01   1.62081540e+00   1.28348815e+00  -7.74373940e-02   2.27023764e-02   1.13569019e+00   9.61455449e-01   1.57908803e+03   1.57908801e+03   0.00000000e+00
            1528   4.83900000e+03   1.06800000e+03   2.89396788e+02  -3.31659658e+01   1.07958404e-01   2.16746456e-01   8.84949261e-02   1.79066503e-01   7.84048464e-01   2.19640470e+00   1.86954939e+00  -3.11057232e-02   1.14173367e-01   1.28374328e+00   7.49459791e-01   8.62024931e+03   8.62025000e+03   0.00000000e+00
            1529   3.71600000e+03   2.94400000e+03   2.89473979e+02  -3.30588989e+01   0.00000000e+00   0.00000000e+00   5.75693598e-02  -1.49668696e-01  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03   1.02700780e-01  -1.51708911e-01   1.82351143e+00   5.16851569e-01   1.02049451e+03   1.02049445e+03   0.00000000e+00
            1530   4.16400000e+03   7.19000000e+02   2.89442866e+02  -3.31861301e+01   0.00000000e+00   0.00000000e+00   5.76611349e-02   1.05446581e-01  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03   7.33886513e-02   1.17751927e-01   1.36251522e+00   1.00519031e+00   6.96839657e+02   6.96839661e+02   0.00000000e+00
            1531   2.46500000e+03   2.12400000e+03   2.89559244e+02  -3.31059735e+01   4.67638649e-02   8.31343389e-02   4.04097638e-02   7.18387483e-02   1.10272779e+00   2.11624599e+00   1.99490368e+00  -1.68240061e-01  -4.11966717e-02   1.73302936e+00   5.08677232e-01   2.43478125e+03   2.43478125e+03   0.00000000e+00
            1533   3.22800000e+03   3.57800000e+03   2.89507376e+02  -3.30226826e+01   3.01335220e-01  -3.16247968e-03   2.99477100e-01   6.65339095e-02   5.21011598e-01   1.70795727e+00   1.14193451e+00   1.27430994e-01   2.05176600e-02   1.38862905e+00   5.08341199e-01   8.80829209e+02   8.80829224e+02   0.00000000e+00
            1534   2.19800000e+03   3.52300000e+03   2.89577696e+02  -3.30259607e+01   8.33695961e-02   6.01279782e-01   6.80839709e-02   4.91887866e-01   5.88206582e-01   2.04690123e+00   1.65177548e+00   1.80405959e-02   1.40888797e-01   1.37235975e+00   1.12581908e+00   3.02561486e+03   3.02561499e+03   0.00000000e+00
            1535   4.80300000e+03   3.51000000e+03   2.89399865e+02  -3.30262859e+01   9.79581657e-02  -1.36272321e-01   7.71559237e-02  -1.08114991e-01   7.09232758e-01   2.17112994e+00   1.58009541e+00  -1.72651383e-02  -1.31787630e-01   1.31861405e+00   1.38854522e+00   3.87595359e+03   3.87595386e+03   0.00000000e+00
            1539   5.08800000e+03   3.71000000e+03   2.89380510e+02  -3.30147802e+01   0.00000000e+00   0.00000000e+00   3.83430867e-02  -1.84193586e-01  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -1.49642068e-02  -9.16450170e-02   1.19217992e+00   5.96328668e-01   4.36967398e+02   4.36967377e+02   0.00000000e+00
            1541   4.70500000e+03   7.32000000e+02   2.89405887e+02  -3.31852574e+01   0.00000000e+00   0.00000000e+00  -2.32927162e-01   3.13851322e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03   8.09247377e-03   1.01506308e-01   1.23000667e+00   5.81219747e-01   7.93653850e+02   7.93653809e+02   0.00000000e+00
            1543   1.19300000e+03   2.13500000e+03   2.89646121e+02  -3.31055085e+01  -1.30709296e-01  -1.40081564e-01  -9.15651651e-02  -9.78725863e-02   6.56902913e-01   1.59881747e+00   1.11274195e+00  -9.69251093e-02  -8.87757457e-03   1.21151124e+00   5.79964391e-01   3.42139311e+03   3.42139307e+03   0.00000000e+00
            1546   2.33300000e+03   1.93500000e+03   2.89568217e+02  -3.31168518e+01  -2.11328515e-01  -1.90209753e-02  -2.00589900e-01  -5.11374200e-03   5.85320487e-01   1.84884465e+00   9.91181135e-01  -1.74478726e-01  -1.12877677e-01   1.82003317e+00   1.08872970e+00   3.36347432e+04   3.36347422e+04   0.00000000e+00
            1549   2.22000000e+03   7.62000000e+02   2.89575740e+02  -3.31839499e+01   4.19182558e-01  -4.13087764e-01   3.12385144e-01  -3.07631668e-01   5.53684629e-01   1.69621575e+00   1.32678723e+00   3.85151591e-02  -1.35172179e-01   1.35298750e+00   1.44574525e+00   1.34610769e+03   1.34610767e+03   0.00000000e+00
            1551   1.60500000e+03   4.93000000e+02   2.89617755e+02  -3.31994352e+01   0.00000000e+00   0.00000000e+00   6.29867615e-02   3.04116434e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03   9.00507721e-04  -9.32029250e-02   1.18564293e+00   6.93179591e-01   2.21148443e+03   2.21148438e+03   0.00000000e+00
            1552   3.80400000e+03   3.75000000e+02   2.89467409e+02  -3.32058537e+01   0.00000000e+00   0.00000000e+00   2.15845753e-01   6.84695478e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03   9.52363788e-02   5.25541412e-02   1.25714678e+00   6.04807221e-01   6.91717270e+02   6.91717224e+02   0.00000000e+00
            1554   1.85700000e+03   1.16500000e+03   2.89600633e+02  -3.31609566e+01   0.00000000e+00   0.00000000e+00   3.65727894e-01  -6.68214919e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -4.26461365e-02  -1.29807798e-01   1.34408079e+00   1.15302689e+00   2.05330685e+03   2.05330688e+03   0.00000000e+00
            1555   8.90000000e+01   2.67700000e+03   2.89721611e+02  -3.30745531e+01   0.00000000e+00   0.00000000e+00  -8.83382639e-02   1.87912577e-01  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -6.47813700e-02   1.79492552e-02   1.10907410e+00   5.90695136e-01   8.97225592e+02   8.97225586e+02   0.00000000e+00
            1556   1.73700000e+03   2.37000000e+02   2.89608697e+02  -3.32140532e+01   0.00000000e+00   0.00000000e+00   6.72434107e-02  -3.42325760e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03   1.82007093e-02  -7.95341348e-02   1.15644077e+00   5.46016854e-01   4.86421776e+02   4.86421753e+02   0.00000000e+00
            1557   3.44800000e+03   2.49700000e+03   2.89492143e+02  -3.30845072e+01   4.21237683e-01  -4.98446824e-01   3.37903460e-01  -3.98755431e-01   5.52389064e-01   1.99004889e+00   1.49745560e+00   2.85752440e-01  -2.96333399e-01   6.32092006e+00   5.87125014e-01   3.10371564e+03   3.10371558e+03   0.00000000e+00
            1558   4.36800000e+03   1.99900000e+03   2.89429240e+02  -3.31128206e+01  -1.36131518e-01   1.60248713e-01  -9.31459214e-02   1.17708630e-01   6.43048829e-01   1.70440304e+00   1.27793205e+00  -1.59359044e-01   7.24512438e-02   1.65427113e+00   6.63479627e-01   1.23040485e+03   1.23040491e+03   0.00000000e+00
            1559   1.09600000e+03   4.10200000e+03   2.89652982e+02  -3.29929861e+01   0.00000000e+00   0.00000000e+00   8.59008703e-02  -6.19280016e-03  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -1.40367494e-02   7.65409091e-02   1.13687491e+00   6.51191050e-01   8.82012039e+02   8.82011963e+02   0.00000000e+00
            1560   3.72500000e+03   8.77000000e+02   2.89472875e+02  -3.31771330e+01   5.72194579e-02  -2.37024182e-01   2.62581261e-02  -1.48079621e-01   5.38949152e-01   1.30016303e+00   8.50154877e-01   1.27591931e-01   8.22322131e-02   1.45878593e+00   7.82712365e-01   1.97374034e+03   1.97374023e+03   0.00000000e+00
            1561   1.91000000e+02   1.11000000e+03   2.89714482e+02  -3.31642427e+01   0.00000000e+00   0.00000000e+00   7.59320765e-04   9.38952412e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -4.99721523e-02  -4.11634887e-02   1.10366852e+00   5.63134040e-01   5.01123173e+02   5.01123199e+02   0.00000000e+00
            1562   2.70700000e+03   2.13500000e+03   2.89542700e+02  -3.31053223e+01   1.00689540e-01   2.21671874e-01   6.90474989e-02   1.51575516e-01   5.85044728e-01   1.62727022e+00   1.08962536e+00  -2.65701220e-01  -8.09784774e-02   2.69240238e+00   8.41875032e-01   1.22553245e+03   1.22553235e+03   0.00000000e+00
            1563   3.32800000e+03   1.79000000e+03   2.89500225e+02  -3.31249829e+01   7.07657529e-01   1.87087748e-01   6.27362952e-01   1.64117459e-01   6.16494760e-01   2.65274096e+00   2.15676379e+00   3.48978380e-01  -5.26039552e-03   4.07377790e+00   7.44140704e-01   2.80760962e+03   2.80760986e+03   0.00000000e+00
            1565   3.50000000e+01   1.35600000e+03   2.89725184e+02  -3.31501969e+01   1.49122317e-01  -2.07243402e-01   1.07726676e-01  -1.51060361e-01   7.11004095e-01   1.61888433e+00   1.32427859e+00  -6.72435443e-02  -3.87184248e-02   1.12435086e+00   1.13929357e+00   7.63396099e+02   7.63396118e+02   0.00000000e+00
            1566   4.47900000e+03   2.22600000e+03   2.89421702e+02  -3.30997830e+01  -1.70819441e-01  -7.00198119e-02  -1.39675861e-01  -5.69913564e-02   7.34803086e-01   2.21080685e+00   1.80988491e+00  -1.91942957e-01  -1.12673575e-03   1.69630885e+00   1.05397712e+00   1.32614996e+04   1.32615000e+04   0.00000000e+00
            1567   3.53000000e+02   3.78000000e+02   2.89703367e+02  -3.32061150e+01   0.00000000e+00   0.00000000e+00  -1.97129941e-01  -6.33842477e-03  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -2.85308965e-02  -5.84383651e-02   1.10110109e+00   6.41840386e-01   5.19408474e+02   5.19408447e+02   0.00000000e+00
            1568   5.08300000e+03   4.00000000e+03   2.89380945e+02  -3.29981776e+01   0.00000000e+00   0.00000000e+00  -2.16791538e-02  -7.89797302e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03   1.73140531e-03  -9.10973722e-02   1.17906309e+00   6.79513409e-01   1.32624805e+03   1.32624805e+03   0.00000000e+00
            1569   6.15000000e+02   1.84500000e+03   2.89685606e+02  -3.31221639e+01  -5.31039369e-01   2.23488207e-01  -4.44441891e-01   1.86451278e-01   6.60225953e-01   2.16935992e+00   1.79787397e+00  -7.78260888e-02  -2.28002413e-02   1.14859855e+00   6.26085061e-01   8.30611742e+03   8.30611719e+03   0.00000000e+00
            1571   2.92500000e+03   4.43600000e+03   2.89528253e+02  -3.29736260e+01   0.00000000e+00   0.00000000e+00   1.44405084e-01   1.26024670e-01  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03   8.85872789e-02   3.44430023e-02   1.19995210e+00   6.02373550e-01   8.61253546e+02   8.61253540e+02   0.00000000e+00
            1572   3.00000000e+02   1.76200000e+03   2.89707101e+02  -3.31269074e+01   0.00000000e+00   0.00000000e+00  -3.56698322e-02  -4.39987316e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -7.35909881e-02  -2.35533322e-02   1.13182687e+00   7.30712903e-01   9.01693244e+02   9.01693237e+02   0.00000000e+00
            1573   3.73100000e+03   2.43500000e+03   2.89472831e+02  -3.30879800e+01  -2.42269679e-01  -4.17773322e-01  -1.73291302e-01  -2.44256397e-01   4.91299969e-01   1.36413062e+00   8.62872362e-01  -1.87811790e-01  -2.74914730e-01   3.79392905e+00   7.13477211e-01   2.37253598e+03   2.37253613e+03   0.00000000e+00
            1574   1.69300000e+03   1.48800000e+03   2.89611880e+02  -3.31424900e+01  -1.08663256e-02   5.43913236e-02  -8.71258355e-04   2.08709468e-02   5.19037838e-01   1.08750868e+00   7.59774029e-01  -7.90589339e-02  -9.04551803e-02   1.29889209e+00   6.88301858e-01   9.34893356e+02   9.34893311e+02   0.00000000e+00
            1575   6.08100000e+03   1.92600000e+03   2.89312173e+02  -3.31165924e+01   1.12520985e-02   2.61598833e-01   4.58561305e-03   1.31618071e-01   5.30944302e-01   1.17206466e+00   8.38465333e-01  -7.90602515e-02   1.70112034e-02   1.14748099e+00   6.32359665e-01   5.34584834e+02   5.34584839e+02   0.00000000e+00
            1576   4.96800000e+03   1.03100000e+03   2.89387934e+02  -3.31680893e+01   4.61708311e-01   3.66598718e-01   3.22935477e-01   2.46883208e-01   5.23543836e-01   1.54472196e+00   1.07685971e+00  -3.71861803e-02   1.14364553e-01   1.27755786e+00   9.63699418e-01   4.87527571e+02   4.87527649e+02   0.00000000e+00
            1577   4.14800000e+03   2.49000000e+03   2.89444377e+02  -3.30847684e+01  -4.15751037e-01  -5.41222814e-01  -2.88723128e-01  -3.75259409e-01   4.93160235e-01   1.58756685e+00   1.09695494e+00  -1.80815538e-01  -1.32193087e-01   2.02830273e+00   8.56099884e-01   8.16658819e+02   8.16658813e+02   0.00000000e+00
            1578   7.37000000e+02   1.83900000e+03   2.89677287e+02  -3.31225020e+01   0.00000000e+00   0.00000000e+00   1.24439420e-02   1.06363174e-01  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -8.82841301e-02  -2.75480314e-02   1.17632283e+00   8.27383307e-01   5.73325308e+03   5.73325293e+03   0.00000000e+00
            1579   5.16300000e+03   2.65100000e+03   2.89375064e+02  -3.30753513e+01   0.00000000e+00   0.00000000e+00   8.43407572e-02  -7.03664860e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -1.02064410e-01  -5.07377222e-02   1.27384703e+00   6.57064129e-01   7.17950385e+02   7.17950317e+02   0.00000000e+00
            1580   2.01100000e+03   2.59000000e+03   2.89590316e+02  -3.30793803e+01  -1.92606174e-01   1.01762088e-02  -1.55015274e-01   8.11960632e-03   7.45052486e-01   1.96642292e+00   1.67964768e+00  -1.26797812e-01   7.45008842e-02   1.44914523e+00   6.79525652e-01   3.35604852e+03   3.35604834e+03   0.00000000e+00
            1581   6.43100000e+03   2.92300000e+03   2.89288587e+02  -3.30594655e+01   1.72845836e-01  -1.68805223e-01   1.08478372e-01  -1.13597543e-01   5.62134187e-01   1.45234048e+00   1.09386241e+00  -6.85070410e-02  -3.29137562e-02   1.12683598e+00   7.70992213e-01   4.76366501e+02   4.76366516e+02   0.00000000e+00
            1583   4.75400000e+03   1.23000000e+03   2.89402609e+02  -3.31567523e+01   4.63467832e-01   3.41258794e-01   3.97074461e-01   2.92963902e-01   5.25057741e-01   2.08621168e+00   1.35130167e+00  -3.80425913e-02   1.02933613e-01   1.27584570e+00   5.26727431e-01   1.40602924e+03   1.40602917e+03   0.00000000e+00
            1585   2.08400000e+03   4.33600000e+03   2.89585615e+02  -3.29794962e+01   0.00000000e+00   0.00000000e+00   9.89401017e-02  -1.91812182e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03   4.15166132e-02   7.67894173e-02   1.17255903e+00   5.87353383e-01   1.41072595e+03   1.41072595e+03   0.00000000e+00
            1586   8.44000000e+02   2.18200000e+03   2.89669953e+02  -3.31028372e+01  -1.60229931e-01  -5.51933159e-01  -1.09464165e-01  -3.87702720e-01   4.98269121e-01   1.57213128e+00   1.09806454e+00  -8.03506474e-02  -3.33410562e-03   1.15631491e+00   5.08810701e-01   1.01128630e+03   1.01128632e+03   0.00000000e+00
            1587   2.08200000e+03   1.59500000e+03   2.89585297e+02  -3.31363377e+01   0.00000000e+00   0.00000000e+00  -1.77766777e-01  -1.24891132e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -7.77448153e-02  -1.06874747e-01   1.39103359e+00   5.54223486e-01   7.48405778e+02   7.48405823e+02   0.00000000e+00
            1588   6.65900000e+03   4.12000000e+02   2.89272161e+02  -3.32030668e+01  -1.02073866e-01   2.38975387e-01  -6.54657723e-02   1.55490203e-01   5.84292296e-01   1.43838453e+00   1.05713916e+00  -2.99852411e-02   4.59807903e-02   1.08062195e+00   5.17720212e-01   2.10961892e+03   2.10961914e+03   0.00000000e+00
            1589   2.69100000e+03   3.44000000e+03   2.89544015e+02  -3.30306442e+01  -7.49376885e-03   5.99946812e-02  -6.77588929e-03   5.42469072e-02   1.27829961e+00   2.57409286e+00   2.45982075e+00   7.58567058e-02   1.12618465e-01   1.40873082e+00   5.68240067e-01   5.05021536e+03   5.05021533e+03   0.00000000e+00
            1590   8.20000000e+01   4.05000000e+02   2.89721900e+02  -3.32045735e+01  -2.68294886e-01  -1.15625795e-01  -1.82494888e-01  -8.82762334e-02   6.58525087e-01   1.77008367e+00   1.20067465e+00  -2.99974722e-02  -4.96702541e-02   1.08636901e+00   5.61880423e-01   9.03893171e+02   9.03893188e+02   0.00000000e+00
            1591   6.06000000e+02   1.59200000e+03   2.89686200e+02  -3.31366563e+01  -2.82361345e-01  -1.48850845e-01  -2.16981171e-01  -1.13445090e-01   6.60723275e-01   1.79148316e+00   1.45739090e+00  -8.08776301e-02  -4.04233760e-02   1.16538423e+00   9.57504602e-01   3.56285716e+03   3.56285693e+03   0.00000000e+00
            1593   6.36100000e+03   1.99300000e+03   2.89293033e+02  -3.31126863e+01   0.00000000e+00   0.00000000e+00   1.91657643e-01  -1.51231276e-01  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -8.62603410e-02   1.28662472e-02   1.15133764e+00   1.17384054e+00   2.49682056e+03   2.49682056e+03   0.00000000e+00
            1596   5.08800000e+03   8.51000000e+02   2.89379670e+02  -3.31783543e+01   5.84681685e-03   2.90871780e-01   1.77505688e-02   1.89008823e-01   5.77025200e-01   1.39570510e+00   9.58902538e-01  -2.27877226e-02   9.00994881e-02   1.19594198e+00   5.64625725e-01   5.46154882e+02   5.46154907e+02   0.00000000e+00
            1599   1.48000000e+02   1.80900000e+03   2.89717484e+02  -3.31242643e+01   0.00000000e+00   0.00000000e+00  -9.24707203e-02   6.79949114e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -7.61251229e-02  -2.08155011e-02   1.13125171e+00   9.28874289e-01   2.23701469e+03   2.23701489e+03   0.00000000e+00
            1601   5.11800000e+03   2.99800000e+03   2.89378277e+02  -3.30554753e+01   0.00000000e+00   0.00000000e+00  -1.16395731e-01   5.57511726e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -8.61852760e-02  -9.27450838e-02   1.30199866e+00   1.04180417e+00   1.20385268e+03   1.20385278e+03   0.00000000e+00
            1602   7.83000000e+02   2.80100000e+03   2.89674216e+02  -3.30674252e+01   0.00000000e+00   0.00000000e+00  -5.27691817e-03   2.80363402e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -9.18604542e-02   4.29617376e-02   1.19578259e+00   1.25514189e+00   9.22969571e+02   9.22969604e+02   0.00000000e+00
            1603   5.53700000e+03   4.07100000e+03   2.89350005e+02  -3.29939875e+01   0.00000000e+00   0.00000000e+00  -2.64068633e-01  -1.63209729e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -1.37966045e-02  -7.98072993e-02   1.14429675e+00   7.00680994e-01   4.42160216e+02   4.42160217e+02   0.00000000e+00
            1605   1.80400000e+03   2.80000000e+03   2.89604490e+02  -3.30674108e+01   0.00000000e+00   0.00000000e+00   1.82112638e-01  -2.61602345e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -9.28202962e-02   8.00563541e-02   1.32514625e+00   6.00517621e-01   9.58899192e+02   9.58899170e+02   0.00000000e+00
            1606   3.28000000e+03   3.88200000e+03   2.89503889e+02  -3.30052585e+01   2.87947307e-01   3.00941904e-01   1.49443226e-01   1.83179919e-01   5.23685585e-01   1.27702928e+00   8.21866572e-01   1.33411645e-01   9.19548378e-03   1.35599062e+00   7.81230947e-01   9.56238050e+02   9.56238037e+02   0.00000000e+00
            1607   9.76000000e+02   2.34400000e+03   2.89660952e+02  -3.30935550e+01  -1.11688561e-01   2.83987403e-02  -7.41017519e-02   1.93949654e-02   6.58290647e-01   1.52118909e+00   1.16616869e+00  -1.07943613e-01   1.01755839e-02   1.22464851e+00   1.09285189e+00   2.16145198e+03   2.16145190e+03   0.00000000e+00
            1608   5.03000000e+02   4.06300000e+03   2.89693436e+02  -3.29952695e+01  -4.21071133e-01   2.81925179e-01  -3.51683249e-01   2.35436411e-01   6.64607082e-01   2.05800438e+00   1.79931283e+00  -2.77150746e-02   6.11343493e-02   1.10701062e+00   6.31885196e-01   4.42210509e+03   4.42210498e+03   0.00000000e+00
            1610   2.47000000e+02   2.98900000e+03   2.89710799e+02  -3.30567301e+01  -4.50101333e-02  -2.72500720e-01  -3.32966806e-02  -1.75506282e-01   5.42653585e-01   1.45794725e+00   1.01966763e+00  -6.80454606e-02   3.52928582e-02   1.12795782e+00   7.96211852e-01   7.03528223e+03   7.03528223e+03   0.00000000e+00
            1611   3.85400000e+03   8.01000000e+02   2.89464083e+02  -3.31814520e+01   0.00000000e+00   0.00000000e+00   1.23062187e-01  -1.02025894e-01  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03   9.68341780e-02   8.27382063e-02   1.35598863e+00   5.79118240e-01   1.03149950e+05   1.03149945e+05   0.00000000e+00
            1612   3.83900000e+03   2.16000000e+03   2.89465410e+02  -3.31037220e+01   0.00000000e+00   0.00000000e+00  -1.81102647e-01  -2.73128262e-03  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -2.73128645e-01   7.14386868e-02   2.99962606e+00   6.31999219e-01   6.21535563e+03   6.21535547e+03   0.00000000e+00
            1613   2.88400000e+03   3.14100000e+03   2.89530779e+02  -3.30477155e+01   3.65728771e-01   4.63308066e-01   3.01446148e-01   3.83718750e-01   5.91743575e-01   2.26045084e+00   1.67182243e+00   1.28572943e-01   1.67745984e-01   1.85003833e+00   1.09254338e+00   1.33212070e+03   1.33212061e+03   0.00000000e+00
            1614   4.03300000e+03   3.51700000e+03   2.89452426e+02  -3.30260180e+01   0.00000000e+00   0.00000000e+00   6.05365363e-02   8.33257036e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03   8.90903461e-02  -1.35460815e-01   1.48222262e+00   1.15755932e+00   1.18645135e+03   1.18645129e+03   0.00000000e+00
            1618   4.08600000e+03   3.94300000e+03   2.89448963e+02  -3.30016608e+01   0.00000000e+00   0.00000000e+00  -5.23054117e-03  -7.21232801e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03   8.18369635e-02  -8.79037245e-02   1.29107248e+00   7.58119161e-01   4.56746114e+02   4.56746094e+02   0.00000000e+00
