#     gal_num          x_image          y_image             ra              dec            g1_nopsf         g2_nopsf         g1_meas          g2_meas            fwhm       final_sigmaSize  nopsf_sigmaSize       nfw_g1           nfw_g2           nfw_mu          redshift           flux          stamp_sum         noisevar     
             944   2.77200000e+03   3.29500000e+03   2.89538491e+02  -3.30389423e+01   7.65719315e-03   2.86574362e-01   6.29382158e-03   2.35195949e-01   7.83950196e-01   1.99965024e+00   1.76645839e+00   1.10962156e-01   1.62752275e-01   1.69531752e+00   1.47207761e+00   6.42920019e+03   6.42920020e+03   0.00000000e+00
             947   6.33100000e+03   8.73000000e+02   2.89294739e+02  -3.31767547e+01   0.00000000e+00   0.00000000e+00   6.69483865e-02  -6.16566183e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -4.56471966e-02   5.11262349e-02   1.11108245e+00   6.26469217e-01   2.82254700e+03   2.82254688e+03   0.00000000e+00
             948   3.46100000e+03   9.91000000e+02   2.89490971e+02  -3.31707023e+01   4.63376036e-01  -4.84616462e-02   3.61822090e-01  -3.95290159e-02   6.22022838e-01   1.95332277e+00   1.56330943e+00   1.58100517e-01   3.41903551e-02   1.53588428e+00   7.23243411e-01   2.70791901e+03   2.70791895e+03   0.00000000e+00
             951   1.11400000e+03   1.42400000e+03   2.89651466e+02  -3.31462155e+01  -1.22195758e-01  -2.63745509e-02  -9.10010710e-02  -1.96445132e-02   7.30275785e-01   1.62277603e+00   1.40603280e+00  -8.26258650e-02  -6.96234801e-02   1.22376282e+00   1.07444753e+00   7.39169138e+02   7.39169189e+02   0.00000000e+00
             952   1.60700000e+03   7.10000000e+01   2.89617596e+02  -3.32235596e+01   0.00000000e+00   0.00000000e+00   5.60487422e-02   2.65740272e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03   2.19243584e-02  -9.51646881e-02   1.18160550e+00   1.36053028e+00   7.78621257e+02   7.78621216e+02   0.00000000e+00
             954   3.30200000e+03   1.12100000e+03   2.89501828e+02  -3.31632613e+01   2.56460364e-01   5.54612625e-02   2.17475085e-01   4.70272197e-02   9.02940874e-01   2.02554536e+00   1.87881279e+00   1.72394289e-01  -8.34640071e-03   1.62539509e+00   6.89087480e-01   1.10364227e+03   1.10364221e+03   0.00000000e+00
             956   2.18100000e+03   3.35900000e+03   2.89578839e+02  -3.30353826e+01   0.00000000e+00   0.00000000e+00  -1.32009277e-02  -5.24691384e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -3.54400602e-03   1.54311857e-01   1.42788928e+00   1.33720798e+00   8.77196327e+02   8.77196289e+02   0.00000000e+00
             957   1.36000000e+02   3.78400000e+03   2.89718446e+02  -3.30112322e+01   1.41555383e-03   5.47406745e-02   1.36335549e-03   4.40893556e-02   7.78422564e-01   2.12287951e+00   1.76658475e+00  -4.71991192e-02   5.95764575e-02   1.11864230e+00   1.29104030e+00   4.45185345e+04   4.45185352e+04   0.00000000e+00
             960   3.46900000e+03   6.66000000e+02   2.89490329e+02  -3.31892879e+01   1.65695290e-02   1.54271422e-02   1.05384452e-02   1.08711601e-02   6.11772493e-01   1.42170858e+00   1.01135981e+00   1.50388643e-01   2.74877449e-02   1.43136435e+00   1.11259545e+00   1.54180864e+03   1.54180859e+03   0.00000000e+00
             961   1.08800000e+03   2.91700000e+03   2.89653360e+02  -3.30607948e+01   0.00000000e+00   0.00000000e+00   1.12215408e-02  -4.18826853e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -7.68867272e-02   5.15680815e-02   1.18902084e+00   6.18620876e-01   1.39913441e+03   1.39913440e+03   0.00000000e+00
             962   1.80000000e+03   4.27600000e+03   2.89604959e+02  -3.29829203e+01   2.64888372e-01   3.71019932e-01   1.84604795e-01   2.65029518e-01   5.31496829e-01   1.60659385e+00   1.15782106e+00   2.78750043e-02   9.66171139e-02   1.19645088e+00   1.07685320e+00   1.16562431e+03   1.16562427e+03   0.00000000e+00
             967   5.46500000e+03   1.92500000e+03   2.89354238e+02  -3.31167831e+01   0.00000000e+00   0.00000000e+00  -2.90152798e-01   7.72450997e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -1.12477162e-01   3.16858652e-02   1.25861452e+00   1.07119591e+00   6.07596925e+02   6.07596924e+02   0.00000000e+00
             968   3.01300000e+03   1.46700000e+03   2.89521662e+02  -3.31434879e+01   4.71771165e-02   6.01510293e-01   3.76389381e-02   4.78350912e-01   5.78985358e-01   2.17804170e+00   1.14217603e+00   1.59025891e-01  -1.60580492e-01   2.06832227e+00   8.09662759e-01   1.62224846e+03   1.62224829e+03   0.00000000e+00
             969   5.36200000e+03   4.01800000e+03   2.89361908e+02  -3.29970470e+01  -2.59997092e-01   2.99411327e-01  -2.13651767e-01   2.45908888e-01   6.83710045e-01   2.02971053e+00   1.75626433e+00  -1.15310545e-02  -9.70955415e-02   1.18402934e+00   1.22205980e+00   2.54987151e+03   2.54987158e+03   0.00000000e+00
             971   1.57400000e+03   2.29000000e+03   2.89620100e+02  -3.30965990e+01   0.00000000e+00   0.00000000e+00  -9.91600224e-02   9.30447217e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -1.10893095e-01   7.37823545e-03   1.27749790e+00   5.50653354e-01   7.55052205e+02   7.55052246e+02   0.00000000e+00
             972   6.01700000e+03   1.68400000e+03   2.89316431e+02  -3.31304790e+01   0.00000000e+00   0.00000000e+00  -2.00074754e-02  -6.91331336e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -7.32735265e-02   3.03890711e-02   1.14523360e+00   5.90625532e-01   4.87270279e+02   4.87270264e+02   0.00000000e+00
             973   1.68700000e+03   1.49700000e+03   2.89612317e+02  -3.31419621e+01   0.00000000e+00   0.00000000e+00  -1.80705666e-01  -1.20210328e-01  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -7.70966008e-02  -8.60557170e-02   1.28575486e+00   6.24011576e-01   5.82655222e+02   5.82655212e+02   0.00000000e+00
             975   4.50600000e+03   1.17800000e+03   2.89419602e+02  -3.31597655e+01  -5.72615201e-02   3.31077687e-01  -3.13154649e-02   2.01278378e-01   5.78167745e-01   1.31994545e+00   9.48735535e-01  -1.87962493e-02   1.58414102e-01   1.45250014e+00   1.44328107e+00   6.57329664e+02   6.57329712e+02   0.00000000e+00
             976   3.52900000e+03   3.83200000e+03   2.89486924e+02  -3.30081092e+01   2.28375866e-01  -3.45442769e-01   1.37682767e-01  -2.07300721e-01   5.01917830e-01   1.33201659e+00   9.60911691e-01   1.45060847e-01  -3.51219279e-02   1.41088795e+00   1.11868364e+00   1.27956023e+03   1.27956030e+03   0.00000000e+00
             978   3.44000000e+03   1.39500000e+03   2.89492461e+02  -3.31475533e+01   5.76766868e-01   1.59881909e-01   4.75411689e-01   1.33286565e-01   6.22654294e-01   2.00304008e+00   1.71170366e+00   1.92845463e-01   5.21170291e-02   1.89999015e+00   6.23874579e-01   2.22849587e+03   2.22849609e+03   0.00000000e+00
             979   4.48500000e+03   1.20800000e+03   2.89421020e+02  -3.31580540e+01   0.00000000e+00   0.00000000e+00   1.16771833e-01  -7.77783509e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -1.93642854e-02   1.48926370e-01   1.42744597e+00   9.62939807e-01   2.60061715e+03   2.60061719e+03   0.00000000e+00
             980   4.78100000e+03   3.00800000e+03   2.89401235e+02  -3.30550016e+01   0.00000000e+00   0.00000000e+00  -2.50016410e-01  -2.11338151e-01  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -7.93867418e-02  -1.22314694e-01   1.39529832e+00   1.07044651e+00   2.34173099e+03   2.34173096e+03   0.00000000e+00
             981   5.26600000e+03   1.13300000e+03   2.89367613e+02  -3.31621490e+01   0.00000000e+00   0.00000000e+00   8.57317863e-02  -4.23892170e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -5.52308821e-02   9.05585373e-02   1.22752562e+00   8.01051058e-01   4.22220373e+03   4.22220361e+03   0.00000000e+00
             982   1.30600000e+03   3.67800000e+03   2.89638558e+02  -3.30172253e+01  -1.53715012e-01  -8.25054429e-02  -1.30978369e-01  -7.03005335e-02   9.19752262e-01   2.09298182e+00   1.94015217e+00  -3.21550805e-02   9.27867173e-02   1.19448221e+00   8.71652801e-01   2.33701863e+03   2.33701855e+03   0.00000000e+00
             983   1.18200000e+03   3.68500000e+03   2.89647055e+02  -3.30168118e+01   3.05666942e-01   1.19951572e-01   2.36413930e-01   8.76047522e-02   6.00320531e-01   1.80265033e+00   1.20336187e+00  -3.64390194e-02   8.99880440e-02   1.18719018e+00   9.71698578e-01   4.46167971e+04   4.46167969e+04   0.00000000e+00
             985   2.83500000e+03   2.97600000e+03   2.89534148e+02  -3.30572024e+01   1.22234856e-01   9.08183032e-02   8.90043288e-02   6.61252979e-02   7.83828699e-01   1.54659462e+00   1.35338414e+00   7.75040361e-02   1.87569866e-01   1.87640678e+00   7.19612325e-01   1.30095891e+03   1.30095886e+03   0.00000000e+00
             986   4.25500000e+03   3.20600000e+03   2.89437214e+02  -3.30437659e+01  -1.01295261e-01   1.23295487e-02  -7.04144916e-02   5.09539930e-03   5.75931263e-01   1.29465044e+00   8.84450674e-01   1.09703214e-02  -1.66228064e-01   1.52715248e+00   9.67176331e-01   1.56470683e+03   1.56470679e+03   0.00000000e+00
             987   8.80000000e+02   4.14800000e+03   2.89667669e+02  -3.29903442e+01   0.00000000e+00   0.00000000e+00   1.85613606e-01   1.21503938e-01  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -2.03399141e-02   8.05703430e-02   1.14138889e+00   1.03065189e+00   1.69242947e+03   1.69242969e+03   0.00000000e+00
             989   5.88800000e+03   2.86300000e+03   2.89325656e+02  -3.30630373e+01   1.72668065e-03   3.24448960e-01   8.15611306e-04   2.04369877e-01   5.81721346e-01   1.38133430e+00   1.03828371e+00  -6.89395703e-02  -3.71255887e-02   1.14667488e+00   5.31809333e-01   6.26635442e+02   6.26635437e+02   0.00000000e+00
             990   5.04500000e+03   8.05000000e+02   2.89382637e+02  -3.31810113e+01   9.09576403e-02  -1.23686536e-01   4.32462061e-02  -6.48921154e-02   5.42391143e-01   1.19036531e+00   8.46621454e-01  -1.89102012e-02   9.78836457e-02   1.21205530e+00   6.66176044e-01   1.18952720e+03   1.18952722e+03   0.00000000e+00
             991   2.68800000e+03   4.26300000e+03   2.89544374e+02  -3.29835669e+01   2.89354293e-02   3.44490011e-01   3.33845819e-02   7.88719223e-02   5.09631290e-01   1.05541396e+00   6.65626943e-01   7.67975872e-02   5.46958151e-02   1.20451063e+00   5.39813639e-01   5.27448417e+02   5.27448425e+02   0.00000000e+00
             992   3.27600000e+03   1.02000000e+03   2.89503619e+02  -3.31690522e+01   7.23671740e-02   2.97322814e-01   4.96379247e-02   1.95314939e-01   5.83333531e-01   1.46470022e+00   1.08897579e+00   1.41151830e-01  -1.24073802e-02   1.46658523e+00   5.20016596e-01   2.16122397e+03   2.16122412e+03   0.00000000e+00
             993   1.77400000e+03   1.03700000e+03   2.89606296e+02  -3.31682798e+01  -2.64786589e-01   3.29773490e-01  -1.84154989e-01   1.55044285e-01   4.54255150e-01   1.25928915e+00   8.65969181e-01  -3.35692558e-02  -1.25640856e-01   1.30987097e+00   1.24070291e+00   2.48851840e+03   2.48851855e+03   0.00000000e+00
             994   2.12000000e+02   8.71000000e+02   2.89713048e+02  -3.31779019e+01   0.00000000e+00   0.00000000e+00  -9.66151492e-02  -1.33497340e-01  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -5.05977141e-02  -5.48253690e-02   1.11933806e+00   9.27011533e-01   6.72707724e+02   6.72707703e+02   0.00000000e+00
             995   5.81300000e+03   2.17000000e+03   2.89330550e+02  -3.31026794e+01  -1.13412170e-02   9.28472588e-02  -9.66258948e-03   6.94661016e-02   7.53709835e-01   1.72651124e+00   1.41656744e+00  -9.71853148e-02   3.82739503e-03   1.19294576e+00   8.28103237e-01   1.08988037e+03   1.08988037e+03   0.00000000e+00
             998   1.65000000e+03   3.13700000e+03   2.89615059e+02  -3.30481343e+01  -1.95342466e-02   2.29719517e-01  -1.40598926e-02   1.73343165e-01   6.43764759e-01   1.77596998e+00   1.43035769e+00  -6.95273694e-02   1.05013163e-01   1.30329775e+00   9.57987509e-01   7.11119582e+02   7.11119568e+02   0.00000000e+00
            1002   2.16000000e+03   2.51000000e+03   2.89580134e+02  -3.30839280e+01   0.00000000e+00   0.00000000e+00  -1.24934157e-01   6.37725428e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -1.39522475e-01   7.07289446e-02   1.52484225e+00   6.31481132e-01   6.20211526e+02   6.20211548e+02   0.00000000e+00
            1003   2.29600000e+03   7.81000000e+02   2.89570586e+02  -3.31828743e+01   2.10542497e-01   1.64125960e-02   1.76042147e-01   7.79651309e-03   5.26777997e-01   1.45697117e+00   1.01850224e+00   4.26892546e-02  -1.23644144e-01   1.33168651e+00   8.79836825e-01   6.98704897e+02   6.98704895e+02   0.00000000e+00
            1004   1.25900000e+03   2.70400000e+03   2.89641718e+02  -3.30729387e+01   3.42934125e-02  -6.80921236e-02   3.75698708e-02   3.06789286e-02   6.02627338e-01   1.74738359e+00   8.87912750e-01  -8.81551361e-02   4.22376037e-02   1.21333401e+00   5.79019302e-01   1.44685798e+03   1.44685803e+03   0.00000000e+00
            1005   5.25400000e+03   2.36500000e+03   2.89368823e+02  -3.30916830e+01  -3.33334340e-01  -9.66364580e-02  -2.87698201e-01  -8.34029596e-02   8.18183150e-01   2.24562287e+00   2.05069542e+00  -1.32579134e-01  -2.00137140e-02   1.32457435e+00   1.36595984e+00   1.42786073e+03   1.42786072e+03   0.00000000e+00
            1006   2.67400000e+03   3.80000000e+01   2.89544585e+02  -3.32253069e+01   0.00000000e+00   0.00000000e+00   6.32302238e-02   5.06607487e-03  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03   8.21885941e-02  -5.36768253e-02   1.20508294e+00   6.78830656e-01   5.57954004e+02   5.57953979e+02   0.00000000e+00
            1009   1.42900000e+03   1.78700000e+03   2.89629955e+02  -3.31254285e+01   0.00000000e+00   0.00000000e+00  -1.24164841e-01  -9.02934263e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -8.74518587e-02  -4.33528657e-02   1.22471675e+00   5.02612161e-01   5.54563802e+03   5.54563770e+03   0.00000000e+00
            1010   3.90100000e+03   2.91700000e+03   2.89461301e+02  -3.30603573e+01   1.25488896e-03  -7.20214668e-02   1.16193619e-03  -6.66863562e-02   1.30178882e+00   3.19169331e+00   3.05211258e+00   4.21624501e-02  -2.08806643e-01   1.93574548e+00   8.10062878e-01   5.22879410e+03   5.22879395e+03   0.00000000e+00
            1012   3.49500000e+03   2.74500000e+03   2.89488989e+02  -3.30703007e+01   4.46908053e-01  -2.49230328e-01   3.63626123e-01  -1.56280860e-01   5.12338527e-01   1.67354703e+00   1.16761315e+00   2.57730950e-01  -1.77256771e-01   3.23208787e+00   8.51053682e-01   8.21219154e+03   8.21219238e+03   0.00000000e+00
            1013   6.42500000e+03   3.50200000e+03   2.89289175e+02  -3.30262976e+01   0.00000000e+00   0.00000000e+00   2.03107388e-02  -1.37543554e-01  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -5.72387250e-02  -5.75808453e-02   1.13213081e+00   1.34225817e+00   6.91704386e+02   6.91704407e+02   0.00000000e+00
            1014   3.71600000e+03   1.89700000e+03   2.89473761e+02  -3.31187849e+01  -2.62530255e-01   4.83490088e-01  -1.98928211e-01   3.74252205e-01   5.83890052e-01   1.88227570e+00   1.31764042e+00  -5.11402482e-02   3.24920644e-01   3.53355486e+00   8.37137663e-01   8.18464550e+03   8.18464551e+03   0.00000000e+00
            1015   4.82800000e+03   1.20800000e+03   2.89397571e+02  -3.31579657e+01   0.00000000e+00   0.00000000e+00  -4.14806445e-02   9.79363618e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -4.33026861e-02   1.08016765e-01   1.28716414e+00   6.41413166e-01   4.94832613e+03   4.94832617e+03   0.00000000e+00
            1017   2.61600000e+03   3.09900000e+03   2.89549067e+02  -3.30501986e+01   0.00000000e+00   0.00000000e+00  -3.32836243e-01  -3.23082715e-03  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03   3.29772218e-02   1.71449141e-01   1.62583461e+00   7.37151008e-01   4.66247710e+03   4.66247705e+03   0.00000000e+00
            1018   3.81900000e+03   8.33000000e+02   2.89466432e+02  -3.31796666e+01   1.02370920e-01   9.94868111e-02   6.15492725e-02   8.72432611e-02   7.83091372e-01   2.99971914e+00   2.52780509e+00   1.05141600e-01   8.46842957e-02   1.38746157e+00   6.30236668e-01   5.06031891e+03   5.06031982e+03   0.00000000e+00
            1019   5.13200000e+03   3.94000000e+03   2.89377568e+02  -3.30015821e+01  -3.26078418e-02  -4.20485282e-01  -2.37795205e-02  -2.91114038e-01   5.42132343e-01   1.59816182e+00   1.14375246e+00  -4.04980635e-03  -9.41901937e-02   1.18623778e+00   7.47676185e-01   1.64157050e+03   1.64157056e+03   0.00000000e+00
            1020   2.95900000e+03   4.34000000e+03   2.89525921e+02  -3.29791286e+01   7.00769581e-02  -1.82818663e-01   5.35919253e-02  -1.35499066e-01   7.08981730e-01   1.73335242e+00   1.36457062e+00   1.13698054e-01   4.22770650e-02   1.27041391e+00   1.29514795e+00   8.12753417e+02   8.12753418e+02   0.00000000e+00
            1021   7.60000000e+01   5.54000000e+02   2.89722372e+02  -3.31960854e+01   0.00000000e+00   0.00000000e+00  -7.36317851e-03   4.00259099e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -3.88521034e-02  -5.49055646e-02   1.10219371e+00   8.17941040e-01   1.65634027e+03   1.65634021e+03   0.00000000e+00
            1023   4.12900000e+03   2.42800000e+03   2.89445648e+02  -3.30883424e+01  -2.63136129e-01   7.91322989e-03  -2.36675536e-01   7.09832967e-03   8.44944506e-01   3.08561492e+00   2.77964354e+00  -1.66323563e-01  -9.10239450e-02   1.85391333e+00   5.52459989e-01   1.27364527e+04   1.27364531e+04   0.00000000e+00
            1024   3.62100000e+03   4.03600000e+03   2.89480699e+02  -3.29964262e+01   0.00000000e+00   0.00000000e+00  -2.04527329e-01  -7.46147375e-04  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03   1.17285060e-01  -3.75804821e-02   1.30385493e+00   7.74728691e-01   8.40329762e+02   8.40329773e+02   0.00000000e+00
            1025   1.89800000e+03   1.68900000e+03   2.89597894e+02  -3.31309606e+01   0.00000000e+00   0.00000000e+00   1.79731338e-02   2.52903117e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -1.20893748e-01  -1.06682173e-01   1.46625704e+00   1.34798450e+00   1.04380218e+03   1.04380225e+03   0.00000000e+00
            1028   6.03000000e+02   1.80000000e+03   2.89686405e+02  -3.31247372e+01   7.18556915e-02  -9.42733230e-02   3.40502072e-02  -3.16779037e-02   4.96443022e-01   1.08442032e+00   7.24110186e-01  -8.39627624e-02  -2.74557364e-02   1.16251346e+00   8.29001331e-01   2.19121599e+03   2.19121582e+03   0.00000000e+00
            1029   2.36300000e+03   2.71500000e+03   2.89566293e+02  -3.30722077e+01   0.00000000e+00   0.00000000e+00  -6.99583702e-02  -1.74434242e-01  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -8.93475075e-02   1.19119002e-01   1.53020975e+00   5.00770359e-01   1.06505081e+04   1.06505078e+04   0.00000000e+00
            1031   7.62000000e+02   7.21000000e+02   2.89675447e+02  -3.31864521e+01  -9.20686311e-02   3.72376797e-02  -7.07997800e-02   2.86191737e-02   8.00260863e-01   1.66041028e+00   1.49120367e+00  -4.24237575e-02  -7.66906533e-02   1.15395276e+00   1.08891751e+00   8.71066187e+02   8.71066162e+02   0.00000000e+00
            1034   7.08000000e+02   2.00700000e+03   2.89679255e+02  -3.31128528e+01   0.00000000e+00   0.00000000e+00   9.68052934e-03   5.33427250e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -7.70445969e-02  -1.34226449e-02   1.14647074e+00   5.30610186e-01   1.90558110e+03   1.90558118e+03   0.00000000e+00
            1035   4.03600000e+03   1.99900000e+03   2.89451887e+02  -3.31128636e+01  -3.18901431e-01   3.22450923e-01  -2.81812262e-01   2.84636539e-01   6.96910213e-01   2.75628376e+00   2.40520716e+00  -2.10379209e-01   1.49676596e-01   2.37403597e+00   9.53060936e-01   1.33057991e+04   1.33057988e+04   0.00000000e+00
            1036   5.34800000e+03   3.89500000e+03   2.89362847e+02  -3.30041179e+01  -5.38901718e-02  -2.73530864e-01  -3.66052970e-02  -1.86895774e-01   6.60547242e-01   1.48227870e+00   1.18673265e+00  -1.69724917e-02  -9.23429429e-02   1.17964921e+00   8.66248149e-01   5.99761959e+02   5.99761963e+02   0.00000000e+00
            1037   1.66800000e+03   1.04000000e+03   2.89613569e+02  -3.31681377e+01  -2.14223167e-01  -4.17363221e-01  -1.47969358e-01  -2.94779812e-01   5.41047199e-01   1.58080173e+00   1.13778162e+00  -3.62219482e-02  -1.07030593e-01   1.25720052e+00   7.83674021e-01   6.24870374e+02   6.24870361e+02   0.00000000e+00
            1038   3.34400000e+03   5.15000000e+02   2.89498883e+02  -3.31979094e+01   1.35590717e-01   4.09073816e-01   6.81479259e-02   2.23681589e-01   5.25450669e-01   1.23062170e+00   8.32625866e-01   1.20021842e-01   2.29211428e-03   1.30815688e+00   6.22060569e-01   6.84117541e+02   6.84117554e+02   0.00000000e+00
            1039   6.25100000e+03   1.69800000e+03   2.89300458e+02  -3.31295922e+01   0.00000000e+00   0.00000000e+00   6.07889955e-02   6.88089520e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -8.55496717e-02   3.14596575e-02   1.16115442e+00   1.34277465e+00   1.13845372e+03   1.13845386e+03   0.00000000e+00
            1040   2.34200000e+03   5.68000000e+02   2.89567413e+02  -3.31950517e+01   1.38072844e-01   6.13489923e-02   1.10972007e-01   4.84212516e-02   7.83058197e-01   1.99375105e+00   1.63986015e+00   6.33869217e-02  -1.16104186e-01   1.31893475e+00   1.27576747e+00   2.12881419e+03   2.12881445e+03   0.00000000e+00
            1043   1.68000000e+03   3.20500000e+03   2.89613028e+02  -3.30442423e+01   4.46704219e-01   5.28183675e-01   2.97272972e-01   3.51281800e-01   5.24111682e-01   1.52385414e+00   1.02309918e+00  -5.76848227e-02   1.03671369e-01   1.28264190e+00   7.76980162e-01   2.42532643e+03   2.42532617e+03   0.00000000e+00
            1045   5.50400000e+03   1.21900000e+03   2.89351392e+02  -3.31572213e+01   0.00000000e+00   0.00000000e+00  -5.33580198e-02   1.04874370e-01  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -6.68574328e-02   7.81865773e-02   1.20993640e+00   9.10835543e-01   2.77705207e+04   2.77705234e+04   0.00000000e+00
            1047   1.87200000e+03   2.85800000e+03   2.89599876e+02  -3.30640617e+01   0.00000000e+00   0.00000000e+00  -1.23946913e-01   4.17033621e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -8.54518205e-02   8.98186202e-02   1.33476177e+00   5.90092143e-01   1.36015099e+03   1.36015100e+03   0.00000000e+00
            1050   3.65400000e+03   3.85000000e+03   2.89478410e+02  -3.30070427e+01   0.00000000e+00   0.00000000e+00  -1.51866823e-01  -1.62935430e-01  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03   1.20399289e-01  -4.87517200e-02   1.34447353e+00   7.14014097e-01   2.14071646e+03   2.14071655e+03   0.00000000e+00
            1051   4.57200000e+03   1.01400000e+03   2.89415032e+02  -3.31691227e+01   9.42877263e-02   8.14473214e-02   4.37606664e-02   4.85012934e-02   5.73874110e-01   1.27167130e+00   9.00535822e-01  -3.87590989e-03   1.37829467e-01   1.35833164e+00   1.00178921e+00   7.68447894e+02   7.68447876e+02   0.00000000e+00
            1052   2.69200000e+03   3.04500000e+03   2.89543875e+02  -3.30532429e+01   6.29472750e-02  -3.63762104e-02   4.45858880e-02  -2.57584268e-02   7.08365421e-01   1.52659547e+00   1.28290021e+00   3.64434510e-02   1.50405582e-01   1.57093098e+00   5.08890116e-01   7.58845827e+02   7.58845825e+02   0.00000000e+00
            1053   2.21000000e+02   3.98600000e+03   2.89712619e+02  -3.29996887e+01   0.00000000e+00   0.00000000e+00  -5.24568970e-02   1.18336030e-01  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -3.20373587e-02   5.25493423e-02   1.09423993e+00   5.85501612e-01   1.17730975e+03   1.17730981e+03   0.00000000e+00
            1055   2.06000000e+03   9.62000000e+02   2.89586765e+02  -3.31725343e+01   0.00000000e+00   0.00000000e+00  -5.11343451e-02  -1.09866584e-01  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03  -1.15026638e-04  -1.39516198e-01   1.35543582e+00   1.21874530e+00   8.17810190e+03   8.17810205e+03   0.00000000e+00
            1056   2.21700000e+03   3.09000000e+03   2.89576341e+02  -3.30507398e+01   1.14772098e-01   6.26669677e-02   9.64801995e-02   5.26795737e-02   9.81431804e-01   1.96910477e+00   1.83331668e+00  -4.25017662e-02   1.60345531e-01   1.50863697e+00   1.11149353e+00   9.05322386e+02   9.05322388e+02   0.00000000e+00
            1058   5.20600000e+03   1.83000000e+02   2.89371469e+02  -3.32165213e+01  -2.43954982e-02   2.89363646e-02  -2.01397006e-02   2.38882736e-02   9.90364812e-01   1.88568008e+00   1.74666131e+00   7.28316356e-03   8.99595650e-02   1.16605942e+00   9.13004781e-01   6.96300193e+02   6.96300171e+02   0.00000000e+00
            1059   6.99000000e+02   2.16800000e+03   2.89679874e+02  -3.31036644e+01  -2.44935001e-01   3.12906796e-01  -1.76153559e-01   2.23284598e-01   5.87823004e-01   1.59014952e+00   1.25642037e+00  -1.01690040e-01  -5.12362599e-03   1.19573592e+00   1.34747903e+00   7.77076468e+02   7.77076477e+02   0.00000000e+00
            1060   4.82300000e+03   3.13500000e+03   2.89398410e+02  -3.30476913e+01  -2.57172059e-02  -2.71461085e-01  -2.28967059e-02  -2.41677935e-01   9.06233947e-01   2.70899248e+00   2.48716760e+00  -6.02943472e-02  -1.18758675e-01   1.34267452e+00   8.90346869e-01   1.29599231e+04   1.29599238e+04   0.00000000e+00
            1061   4.65000000e+03   4.29400000e+03   2.89410541e+02  -3.29814096e+01   0.00000000e+00   0.00000000e+00   2.05082602e-01   9.54584943e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03   4.54828138e-02  -9.60631783e-02   1.21453473e+00   1.18026351e+00   1.53450338e+04   1.53450342e+04   0.00000000e+00
            1062   4.16500000e+03   4.40900000e+03   2.89443640e+02  -3.29749310e+01   7.75505725e-02  -3.22605117e-01   4.71107945e-02  -2.57525419e-01   5.54524745e-01   2.04907918e+00   1.09862411e+00   7.56327707e-02  -6.67279874e-02   1.20845747e+00   7.82365741e-01   3.51084117e+03   3.51084106e+03   0.00000000e+00
            1063   2.25400000e+03   1.38000000e+03   2.89573561e+02  -3.31486208e+01  -2.68490246e-01   1.56693079e-05  -2.21283873e-01   1.29891119e-05   7.91420978e-01   1.95594668e+00   1.76309764e+00  -3.31141951e-02  -1.39021239e-01   1.43410327e+00   6.34194680e-01   7.29536780e+03   7.29536768e+03   0.00000000e+00
            1064   3.96000000e+03   2.96000000e+02   2.89456681e+02  -3.32103697e+01   0.00000000e+00   0.00000000e+00   1.36680094e-01   1.58808664e-02  -9.99900000e+03  -9.99900000e+03  -9.99900000e+03   9.78343622e-02   7.20153915e-02   1.28041939e+00   1.01558850e+00   2.26924661e+03   2.26924658e+03   0.00000000e+00
