wavelength,fnu
1053,1.4379018161594085e-27
1054,1.4411930629611208e-27
1055,1.444484309762833e-27
1056,1.4477755565645453e-27
1057,1.4510668033662576e-27
1058,1.4543580501679698e-27
1059,1.457649296969682e-27
1060,1.4609405437713943e-27
1061,1.4642317905731066e-27
1062,1.4675230373748189e-27
1063,1.4708142841765311e-27
1064,1.4741055309782434e-27
1065,1.4773967777799557e-27
1066,1.480688024581668e-27
1067,1.4839792713833802e-27
1068,1.4872705181850928e-27
1069,1.490561764986805e-27
1070,1.4938530117885173e-27
1071,1.4971442585902296e-27
1072,1.5004355053919418e-27
1073,1.5037267521936541e-27
1074,1.5070179989953664e-27
1075,1.5103092457970786e-27
1076,1.5136004925987909e-27
1077,1.5168917394005032e-27
1078,1.5201829862022154e-27
1079,1.5234742330039277e-27
1080,1.52676547980564e-27
1081,1.5300567266073522e-27
1082,1.5333479734090645e-27
1083,1.5366392202107767e-27
1084,1.539930467012489e-27
1085,1.5432217138142013e-27
1086,1.5465129606159135e-27
1087,1.5498042074176258e-27
1088,1.553095454219338e-27
1089,1.5563867010210503e-27
1090,1.5596779478227626e-27
1091,1.5629691946244748e-27
1092,1.566260441426187e-27
1093,1.5695516882278993e-27
1094,1.5728429350296116e-27
1095,1.5761341818313239e-27
1096,1.5794254286330361e-27
1097,1.5827166754347484e-27
1098,1.5860079222364607e-27
1099,1.589299169038173e-27
1100,1.5925904158398852e-27
