wavelength,fnu
634,4.577303328487297e-29
635,4.5961327707268545e-29
636,4.614962212966411e-29
637,4.6337916552059687e-29
638,4.6526210974455263e-29
639,4.6714505396850834e-29
640,4.6902799819246405e-29
641,4.709109424164198e-29
642,4.727938866403756e-29
643,4.746768308643313e-29
644,4.76559775088287e-29
645,4.7844271931224277e-29
646,4.803256635361985e-29
647,4.822086077601542e-29
648,4.8409155198410995e-29
649,4.859744962080657e-29
650,4.878574404320214e-29
651,4.8974038465597713e-29
652,4.9870528660938003e-29
653,5.147521462922301e-29
654,5.3079900597508e-29
655,5.4684586565793e-29
656,5.6289272534078e-29
657,5.7893958502363e-29
658,5.9498644470648e-29
659,6.1103330438933e-29
660,6.2708016407218e-29
661,6.4312702375503e-29
662,6.5917388343788e-29
663,6.7522074312073e-29
664,6.9126760280358e-29
665,7.0731446248643e-29
666,7.2336132216928e-29
667,7.3940818185213e-29
668,7.5545504153498e-29
669,7.7150190121783e-29
670,7.875487609006799e-29
671,8.0359562058353e-29
672,8.1964248026638e-29
673,8.356893399492299e-29
674,8.5173619963208e-29
675,8.6778305931493e-29
676,8.838299189977799e-29
677,8.9987677868063e-29
678,9.1592363836348e-29
679,9.319704980463299e-29
680,9.480173577291799e-29
681,9.6406421741203e-29
682,9.801110770948799e-29
683,9.9615793677773e-29
684,1.01220479646058e-28
685,1.0282516561434299e-28
686,1.04429851582628e-28
687,1.06034537550913e-28
688,1.0763922351919799e-28
689,1.09243909487483e-28
690,1.10848595455768e-28
691,1.1245328142405298e-28
692,1.14057967392338e-28
693,1.15662653360623e-28
694,1.1726733932890798e-28
695,1.18872025297193e-28
696,1.20476711265478e-28
697,1.2208139723376298e-28
698,1.23686083202048e-28
699,1.2529076917033299e-28
700,1.2689545513861798e-28
701,1.28500141106903e-28
702,1.3010482707518799e-28
703,1.3170951304347298e-28
704,1.33314199011758e-28
705,1.3491888498004298e-28
706,1.3652357094832798e-28
707,1.38128256916613e-28
708,1.3973294288489798e-28
709,1.41337628853183e-28
710,1.42942314821468e-28
711,1.4454700078975298e-28
712,1.46151686758038e-28
713,1.4775637272632299e-28
714,1.4936105869460798e-28
715,1.50965744662893e-28
716,1.5257043063117799e-28
717,1.54175116599463e-28
718,1.55779802567748e-28
719,1.5738448853603299e-28
720,1.58989174504318e-28
721,1.60593860472603e-28
722,1.6219854644088798e-28
723,1.63803232409173e-28
724,1.65407918377458e-28
725,1.6701260434574298e-28
726,1.68617290314028e-28
727,1.70221976282313e-28
728,1.7182666225059798e-28
729,1.73431348218883e-28
730,1.7503603418716799e-28
731,1.7664072015545298e-28
732,1.78245406123738e-28
733,1.7985009209202299e-28
734,1.8145477806030798e-28
735,1.83059464028593e-28
736,1.8466414999687798e-28
737,1.8626883596516298e-28
738,1.87873521933448e-28
739,1.8947820790173298e-28
740,1.9108289387001798e-28
741,1.92687579838303e-28
742,1.9429226580658798e-28
743,1.9589695177487297e-28
744,1.9750163774315799e-28
745,1.9910632371144298e-28
746,2.0071100967972797e-28
747,2.0231569564801296e-28
748,2.0392038161629796e-28
749,2.05525067584583e-28
750,2.07129753552868e-28
751,2.0873443952115298e-28
752,2.1033912548943797e-28
753,2.1194381145772296e-28
754,2.1354849742600795e-28
755,2.15153183394293e-28
756,2.16757869362578e-28
757,2.1836255533086297e-28
758,2.1996724129914797e-28
759,2.2157192726743296e-28
760,2.2317661323571795e-28
761,2.24781299204003e-28
762,2.26385985172288e-28
763,2.2799067114057297e-28
764,2.2959535710885796e-28
765,2.3120004307714296e-28
766,2.3280472904542795e-28
767,2.34409415013713e-28
768,2.3601410098199798e-28
769,2.3761878695028297e-28
770,2.3922347291856796e-28
771,2.4082815888685295e-28
772,2.4243284485513794e-28
773,2.44037530823423e-28
774,2.4564221679170797e-28
775,2.4724690275999297e-28
776,2.4885158872827796e-28
777,2.5045627469656295e-28
778,2.5206096066484794e-28
779,2.5366564663313293e-28
780,2.5527033260141797e-28
781,2.5687501856970296e-28
782,2.5847970453798795e-28
783,2.6008439050627295e-28
784,2.6168907647455794e-28
785,2.6329376244284293e-28
786,2.6489844841112797e-28
787,2.6650313437941296e-28
788,2.6810782034769795e-28
789,2.6971250631598294e-28
790,2.7131719228426794e-28
791,2.7292187825255293e-28
792,2.7452656422083796e-28
793,2.7613125018912296e-28
794,2.7773593615740795e-28
795,2.7934062212569294e-28
796,2.8094530809397793e-28
797,2.8254999406226297e-28
798,2.8415468003054796e-28
799,2.8575936599883295e-28
800,2.8736405196711795e-28
801,2.88968737935403e-28
802,2.9057342390368797e-28
803,2.9217810987197297e-28
804,2.9378279584025796e-28
805,2.9538748180854295e-28
806,2.9699216777682794e-28
807,2.98596853745113e-28
808,3.0020153971339797e-28
809,3.0180622568168296e-28
810,3.0341091164996796e-28
811,3.0501559761825295e-28
812,3.0662028358653794e-28
813,3.0822496955482298e-28
814,3.0982965552310797e-28
815,3.1143434149139296e-28
816,3.1303902745967795e-28
817,3.1464371342796294e-28
818,3.16248399396248e-28
819,3.1785308536453297e-28
820,3.1945777133281797e-28
821,3.2106245730110296e-28
822,3.2266714326938795e-28
823,3.2427182923767294e-28
824,3.2587651520595793e-28
825,3.2748120117424297e-28
826,3.2908588714252796e-28
827,3.3069057311081296e-28
828,3.3229525907909795e-28
829,3.3389994504738294e-28
830,3.3550463101566798e-28
831,3.3710931698395297e-28
832,3.3871400295223796e-28
833,3.4031868892052295e-28
834,3.4192337488880794e-28
835,3.43528060857093e-28
836,3.4513274682537793e-28
837,3.4673743279366297e-28
838,3.4834211876194796e-28
839,3.4994680473023295e-28
840,3.5155149069851794e-28
841,3.5315617666680293e-28
842,3.5476086263508797e-28
843,3.5636554860337296e-28
844,3.5797023457165795e-28
845,3.5957492053994295e-28
846,3.6117960650822794e-28
847,3.6278429247651298e-28
848,3.6438897844479797e-28
849,3.6599366441308296e-28
850,3.6759835038136795e-28
851,3.6920303634965294e-28
852,3.7080772231793794e-28
853,3.7241240828622293e-28
854,3.7401709425450796e-28
855,3.7562178022279296e-28
856,3.7722646619107795e-28
857,3.7883115215936294e-28
858,3.8043583812764793e-28
859,3.8204052409593297e-28
860,3.8364521006421796e-28
861,3.8524989603250295e-28
862,3.8685458200078795e-28
863,3.8845926796907294e-28
864,3.9006395393735797e-28
865,3.916686399056429e-28
866,3.9327332587392796e-28
867,3.9487801184221295e-28
868,3.9648269781049794e-28
869,3.98087383778783e-28
870,3.9969206974706793e-28
871,4.0129675571535296e-28
872,4.0290144168363796e-28
873,4.0450612765192295e-28
874,4.061108136202079e-28
875,4.077154995884929e-28
876,4.09320185556778e-28
877,4.109248715250629e-28
878,4.1252955749334795e-28
879,4.14134243461633e-28
880,4.157389294299179e-28
881,4.17343615398203e-28
882,4.189483013664879e-28
883,4.20552987334773e-28
884,4.221576733030579e-28
885,4.237623592713429e-28
886,4.25367045239628e-28
887,4.269717312079129e-28
888,4.28576417176198e-28
889,4.301811031444829e-28
890,4.3178578911276795e-28
891,4.333904750810529e-28
892,4.349951610493379e-28
893,4.36599847017623e-28
894,4.382045329859079e-28
895,4.3980921895419295e-28
896,4.41413904922478e-28
897,4.430185908907629e-28
898,4.44623276859048e-28
899,4.462279628273329e-28
900,4.47832648795618e-28
901,4.494373347639029e-28
902,4.510420207321879e-28
903,4.52646706700473e-28
904,4.542513926687579e-28
905,4.55856078637043e-28
906,4.574607646053279e-28
907,4.5906545057361295e-28
908,4.606701365418979e-28
909,4.622748225101829e-28
910,4.63879508478468e-28
911,4.654841944467529e-28
912,4.6708888041503795e-28
913,4.68693566383323e-28
914,4.702982523516079e-28
915,4.719029383198929e-28
916,4.735076242881779e-28
917,4.75112310256463e-28
918,4.767169962247479e-28
919,4.783216821930329e-28
920,4.79926368161318e-28
921,4.815310541296029e-28
922,4.83135740097888e-28
923,4.847404260661729e-28
924,4.8634511203445795e-28
925,4.879497980027429e-28
926,4.895544839710279e-28
927,4.91159169939313e-28
928,4.927638559075979e-28
929,4.9436854187588295e-28
930,4.95973227844168e-28
931,4.975779138124529e-28
932,4.991825997807379e-28
933,5.007872857490229e-28
934,5.0239197171730796e-28
935,5.039966576855929e-28
936,5.056013436538779e-28
937,5.07206029622163e-28
938,5.088107155904479e-28
939,5.104154015587329e-28
940,5.120200875270179e-28
941,5.136247734953029e-28
942,5.152294594635879e-28
943,5.168341454318729e-28
944,5.18438831400158e-28
945,5.200435173684429e-28
946,5.2164820333672795e-28
947,5.23252889305013e-28
948,5.248575752732979e-28
949,5.264622612415829e-28
950,5.280669472098679e-28
951,5.2967163317815295e-28
952,5.312763191464379e-28
953,5.328810051147229e-28
954,5.34485691083008e-28
955,5.360903770512929e-28
956,5.376950630195779e-28
957,5.392997489878629e-28
958,5.409044349561479e-28
959,5.425091209244329e-28
960,5.441138068927179e-28
961,5.45718492861003e-28
962,5.473231788292879e-28
963,5.489278647975729e-28
964,5.50532550765858e-28
965,5.521372367341429e-28
966,5.537419227024279e-28
967,5.553466086707129e-28
968,5.5695129463899795e-28
969,5.585559806072829e-28
970,5.601606665755679e-28
971,5.61765352543853e-28
972,5.633700385121379e-28
973,5.649747244804229e-28
974,5.665794104487079e-28
975,5.681840964169929e-28
976,5.697887823852779e-28
977,5.713934683535629e-28
978,5.72998154321848e-28
979,5.746028402901329e-28
980,5.762075262584179e-28
981,5.77812212226703e-28
982,5.794168981949879e-28
983,5.810215841632729e-28
984,5.826262701315579e-28
985,5.8423095609984295e-28
986,5.858356420681279e-28
987,5.874403280364129e-28
988,5.89045014004698e-28
989,5.906496999729829e-28
990,5.922543859412679e-28
991,5.938590719095529e-28
992,5.954637578778379e-28
993,5.970684438461229e-28
994,5.986731298144079e-28
995,6.00277815782693e-28
996,6.018825017509779e-28
997,6.034871877192629e-28
998,6.050918736875479e-28
999,6.066965596558329e-28
1000,6.083012456241179e-28
1001,6.099059315924029e-28
1002,6.1151061756068795e-28
1003,6.131153035289729e-28
1004,6.1471998949725785e-28
1005,6.16324675465543e-28
1006,6.179293614338279e-28
1007,6.195340474021129e-28
1008,6.211387333703979e-28
1009,6.227434193386829e-28
1010,6.243481053069679e-28
1011,6.259527912752529e-28
1012,6.27557477243538e-28
1013,6.291621632118229e-28
1014,6.307668491801079e-28
1015,6.323715351483929e-28
1016,6.339762211166779e-28
1017,6.355809070849629e-28
1018,6.371855930532479e-28
1019,6.3879027902153295e-28
1020,6.403949649898179e-28
1021,6.4199965095810285e-28
1022,6.43604336926388e-28
1023,6.452090228946729e-28
1024,6.468137088629579e-28
1025,6.484183948312429e-28
1026,6.500230807995279e-28
1027,6.516277667678129e-28
1028,6.532324527360979e-28
1029,6.54837138704383e-28
1030,6.564418246726679e-28
1031,6.580465106409529e-28
1032,6.596511966092379e-28
1033,6.612558825775229e-28
1034,6.628605685458079e-28
1035,6.644652545140929e-28
1036,6.6606994048237795e-28
1037,6.676746264506629e-28
1038,6.692793124189478e-28
1039,6.708839983872329e-28
1040,6.724886843555179e-28
1041,6.740933703238029e-28
1042,6.756980562920879e-28
1043,6.773027422603729e-28
1044,6.789074282286579e-28
1045,6.805121141969429e-28
1046,6.82116800165228e-28
1047,6.837214861335129e-28
1048,6.8532617210179785e-28
1049,6.869308580700829e-28
1050,6.885355440383679e-28
1051,6.901402300066529e-28
1052,6.917449159749378e-28
1053,6.9334960194322295e-28
1054,6.949542879115079e-28
1055,6.965589738797928e-28
1056,6.98163659848078e-28
1057,6.997683458163629e-28
1058,7.013730317846479e-28
1059,7.029777177529328e-28
1060,7.045824037212179e-28
1061,7.061870896895029e-28
1062,7.077917756577878e-28
1063,7.09396461626073e-28
1064,7.110011475943579e-28
1065,7.1260583356264285e-28
1066,7.14210519530928e-28
1067,7.158152054992129e-28
1068,7.174198914674979e-28
1069,7.190245774357828e-28
1070,7.2062926340406795e-28
1071,7.222339493723529e-28
1072,7.238386353406378e-28
1073,7.25443321308923e-28
1074,7.270480072772079e-28
1075,7.286526932454929e-28
1076,7.302573792137778e-28
1077,7.318620651820629e-28
1078,7.334667511503479e-28
1079,7.350714371186328e-28
1080,7.36676123086918e-28
1081,7.382808090552029e-28
1082,7.3988549502348785e-28
1083,7.41490180991773e-28
1084,7.430948669600579e-28
1085,7.446995529283429e-28
1086,7.463042388966278e-28
1087,7.4790892486491295e-28
1088,7.495136108331979e-28
1089,7.511182968014828e-28
1090,7.52722982769768e-28
1091,7.543276687380529e-28
1092,7.559323547063379e-28
1093,7.575370406746228e-28
1094,7.591417266429079e-28
1095,7.607464126111929e-28
1096,7.623510985794778e-28
1097,7.63955784547763e-28
1098,7.655604705160479e-28
1099,7.6716515648433285e-28
1100,7.68769842452618e-28
