id,ra,dec,X_IMAGE,Y_IMAGE,g1_gmix,g2_gmix,T_gmix,flux_gmix,g1_MC,g2_MC,g1_Rinv,g2_Rinv,T_mcal,flux_mcal
2030.0,289.3167259551628,-33.18229303677416,6182.3276,904.8753,-0.11197972316400938,0.007373611210612137,1.8907488458733224,2042.6217503302057,-0.08082386230555184,0.011952549140724002,0.006287043128385445,-0.0004141548301705789,1.8194172950018763,1990.3691660310333
2034.0,289.6677955044117,-33.18281641474192,1047.0216,896.3605,0.026009062638046622,-0.17725245041423177,15.577757888553476,6131.862678348544,0.0014581317778427738,-0.04288600454719226,-0.0008308218412701596,0.007302816506676451,11.26364626168513,4648.958075859665
2036.0,289.663635220639,-33.18298805624091,1108.3372,893.3282,-0.1382815186088917,-0.018574398462630436,7.361683000995924,3538.920328736599,-0.0278507876111835,-0.008047671903397289,0.007049366908170946,0.0009274656428417453,6.271285012629935,3105.167575671267
2037.0,289.49849951831925,-33.183108703108,3523.7068,892.9460,0.0217225942150395,-0.006798911203808688,0.20745550470493473,801.1438367529122,0.02103472201320194,0.020861988809151494,-0.0008932770336817896,-0.0006073671654127534,0.7053423656059433,1329.7965581354447
2038.0,289.5382172660894,-33.18324070420954,2942.8420,890.6207,0.21412754357224348,-0.043628090387513786,0.27076156830996273,2126.9207172006636,0.2844265577389149,-0.05881528537412315,-0.011726176312824754,0.002156988657769891,0.29818674287815927,2189.9044689209295
2039.0,289.69030280189185,-33.18329731330729,718.4230,887.1546,-0.020446541335188632,-0.1747932001554559,1.6870116654809333,2199.0855887626612,-0.014351440988612022,-0.1813285189451847,0.0011697582926022089,0.008939628454195664,1.654651534874202,2168.378591037713
2040.0,289.5285504383208,-33.18324166427778,3084.0417,890.6195,-0.0771288994410289,0.11327306893798644,17.90947630186607,6467.642746720619,-0.005186160765428226,0.025641402605822365,0.002478945807923278,-0.004127308104219738,12.069419697489142,4570.725341879917
2042.0,289.67107341547836,-33.18351846676407,999.4592,883.6656,-0.018014485097284177,0.03514124127192792,9.818882529617342,4297.755011301493,-0.0030580254871500024,0.013416445348657664,0.0010327365081743505,-0.0015830332730399003,7.873693376036368,3536.2090768194525
2043.0,289.4032124524787,-33.18381058600206,4917.2710,880.1672,-0.029790521606410318,0.0434679105290265,0.19416978283387215,735.3421564750747,-0.03760103318074566,0.07555798731443741,0.0010622777907343447,-0.0020410139807296285,0.3310309004246983,896.3297688488633
2044.0,289.5757441570455,-33.18394510797196,2393.8965,877.9603,-0.027066211396583103,0.01160496683608513,5.294657548813838,2780.004997717477,-0.007470129221691755,0.006730460793776331,0.0013159398946131396,-0.0004681550106622827,4.616565665823653,2489.3997963169477
2045.0,289.28686264625503,-33.18424468835065,6618.9590,869.9745,-0.12612730733619404,0.05132293809774098,4.311361184992341,2630.1006320961983,-0.04380771899747635,0.03759838423755186,0.0069114984807942086,-0.0025938875281813836,3.9100751736340764,2440.9200607958996
2047.0,289.36461748396096,-33.1846944507483,5481.8687,864.2287,-0.05218354463332274,0.14798279242912057,2.4556847765503225,2116.5330920341003,-0.031908579083198975,0.1551460037830496,0.0030363945221553,-0.007589983947362384,2.3422635655779933,2048.376431987346
2049.0,289.3291100441813,-33.184590056979985,6001.1104,865.1753,-0.10305427993745707,0.01387998652538334,6.677392578918207,3227.3171575193824,-0.022722617222963065,0.009602065808594774,0.005158831790718862,-0.0008101488302005487,5.735301252213106,2847.9922315489675
2050.0,289.30555209548294,-33.1844999368713,6345.6030,866.0078,0.03048232640067276,-0.012602509138891113,10.681821263746988,4570.513803253673,0.004123344058621281,-0.004435755559654098,-0.0013924682058318813,0.0005250023936839157,8.386288907594444,3681.2748118760665
2053.0,289.2736637661766,-33.18487959434425,6812.0000,860.0000,-99999.0,-99999.0,-99999.0,-99999.0,0.004123344058621281,-0.004435755559654098,-0.0013924682058318813,0.0005250023936839157,8.386288907594444,3681.2748118760665
2054.0,289.40588608895376,-33.18525844608134,4878.1484,854.8126,-0.06402703824834782,0.04924995815785377,2.7069492957391144,1931.5364806270445,-0.03646843018751059,0.05566203224515402,0.0034776275062645113,-0.0025293764562462546,2.482302782258805,1819.2553823629012
