col0,ALPHA_J2000,DELTA_J2000,NUMBER,FLUX_RADIUS,KRON_RADIUS,FLUX_814W,ZPDF,mag_u,mag_b,mag_g,mag_r,mag_nir,mag_lum,crates_u,crates_b,crates_g,crates_r,crates_nir,crates_lum,case,c10_IDENT,c10_mag_auto,c10_zphot,c10_flux_radius,c10_sersic_fit_intensity,c10_sersic_fit_hlr,c10_sersic_fit_n,c10_sersic_fit_q,c10_sersic_fit_boxiness,c10_sersic_fit_x0,c10_sersic_fit_y0,c10_sersic_fit_phi,c10_bulge_fit_disk_intensity,c10_bulge_fit_disk_hlr,c10_bulge_fit_disk_n,c10_bulge_fit_disk_q,c10_bulge_fit_disk_boxiness,c10_bulge_fit_disk_x0,c10_bulge_fit_disk_y0,c10_bulge_fit_disk_phi,c10_bulge_fit_bulge_intensity,c10_bulge_fit_bulge_hlr,c10_bulge_fit_bulge_n,c10_bulge_fit_bulge_q,c10_bulge_fit_bulge_boxiness,c10_bulge_fit_bulge_x0,c10_bulge_fit_bulge_y0,c10_bulge_fit_bulge_phi,c10_fitstatus_0,c10_fitstatus_1,c10_fitstatus_2,c10_fitstatus_3,c10_fitstatus_4,c10_fit_mad_s,c10_fit_mad_b,c10_fit_dvc_btt,c10_use_bulgefit,c10_viable_sersic,c10_hlr_sersic,c10_hlr_bulge,c10_flux_sersic,c10_flux_bulge,c10_flux_disk,c10_flux_3
141099,149.62478907983572,1.980771323536804,449375,4.8459363,6.70717,-99.0,2.4383,28.08672754743963,28.56362093109528,28.479758816126758,28.28485110926278,27.763277404472923,28.48398080994456,0.0026551631825444,0.0054073437726827,0.0035154927579307,0.001943572202857,0.001429180535592,0.0076103828505141,5,8270,24.618728637695312,2.4382998943328857,5.381480693817139,0.0,5.3177915626721095,2.906541529324505,0.6541512243836956,0.0,0.0,0.0,1.6622816560416926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
391889,149.9453988347023,2.527761285890782,810435,4.757533,3.5,21.38,0.6701,24.393027679108663,23.72785316810441,22.7032584723785,22.36001767564128,21.25767674564957,23.220174675980463,0.0797207112441041,0.4648267210645568,0.7187640466538961,0.455547903789075,0.5719095601041377,0.9703512254677648,1,149727,21.378232955932617,0.7013999819755554,21.017847061157227,0.0230461371328281,21.088848268479246,0.2502338271296058,0.7713463504808565,0.0,196.97221277739615,195.94376371622587,0.6637418043684936,0.0115955152056308,25.79167927408793,1.0,0.7728727468642577,0.0,196.6198651678885,195.02846482939287,0.6953716525721773,0.0933051101914115,0.0,4.0,0.05,0.0,196.6198651678885,195.02846482939287,2.0551606181223643,1,1,1,1,1,0.0033801225172894,0.003613580127414,0.0,0,1,0.5556468176783997,0.0,60.77800076917904,0.0,0.0,0.0
484941,150.68216936513548,2.741255026151798,947235,2.6510022,5.5479083,25.45,3.2569,27.360439109013434,26.287746074296443,25.59425371468408,25.547821176920657,25.43200669844537,26.020572967255937,0.0051833029477564,0.0439879703360225,0.0501404524062996,0.0241775701503811,0.01223475776481,0.0735816703157933,2,705998,25.054048538208008,3.256700038909912,11.582613945007324,0.0,97.21913403427531,2.8718099794056475,0.9422501740559824,0.0,0.0,0.0,0.3162505090669754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
450996,150.62880728322114,2.6686143538447635,900628,4.7938538,4.040973,25.11,3.7874,30.178848176843253,26.651762710475943,24.88112700395697,25.13018394927733,25.125914125935346,25.55656892854882,0.0003865831901318,0.0314577219199733,0.0967027740249786,0.0355195572038647,0.0162193111071463,0.1128161455513957,1,1338238,25.114532470703125,3.8022000789642334,3.516629457473755,0.0308212074232787,2.077533006087819,6.0,0.7434390553055534,0.0,96.92800524278738,97.10849534532466,-1.337439056036875,0.0042374416269149,2.6431733681364538,1.0,0.3291114395794971,0.0,96.95469683930791,97.089126683781,0.2452904843954165,0.0285690545627021,2.419368793214728,4.0,0.6819868354188153,0.0,96.95469683930791,97.089126683781,1.8777196080560323,1,1,1,1,1,0.0028793603854465,0.0029041392456302,0.9549638724799198,0,1,0.0537392836657564,0.0,2.7293812646209576,0.0,0.0,0.0
406133,149.76781839222167,2.562226210056444,831547,3.0986125,5.306771,26.09,0.4464,26.517245346528448,26.308746880240243,25.825496478390185,25.780712914135044,25.6303175522956,26.14351058492435,0.0112689667565209,0.0431453107331408,0.0405220252378585,0.0195099410503694,0.0101922726700472,0.0657044213829963,2,187022,20.831085205078125,0.446399986743927,9.320430755615234,0.0,14.15865955782703,2.231177005316961,0.624600282083379,0.0,0.0,0.0,0.3278966121564148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
33831,149.638014189439,1.712294549739311,280574,7.143707,7.3245473,25.7,0.2275,26.63115682199668,26.30295616655129,26.108139566288905,26.13121625366252,26.09852834767667,26.24672265981898,0.0101465758799063,0.0433760385895315,0.0312344532062365,0.0141271521109775,0.0066219624769282,0.0597461280226344,2,129505,23.84189796447754,0.2275000065565109,10.893160820007324,0.0,15.673141972847263,2.153047178924332,0.564612660675278,0.0,0.0,0.0,0.3169398335550144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
92879,150.01370539624645,1.8696823336281447,379735,3.077209,3.5,24.94,2.4575,25.76087181984321,25.324033016918456,25.0826970613031,24.99318997649012,24.892875333653613,25.22341503287921,0.0226169224235244,0.1068609784670559,0.0803176345567589,0.0402962963912037,0.0201024004970556,0.1533320054515285,1,1415124,24.940549850463867,2.461199998855591,6.100258827209473,0.0070739628143279,7.752666968552918,3.1389616183891524,0.3274785486936837,0.0,106.09304475404603,104.50405932632329,-0.3294567411625368,0.0335778457566263,7.073106065449836,1.0,0.05,0.0,106.06619493392904,104.51865803917426,-0.3153062918365755,0.002034925692053,7.073106065449836,4.0,0.7884046697014571,0.0,106.06619493392904,104.51865803917426,-0.4940994413121768,1,1,1,1,1,0.0020368271276679,0.0020104165120303,0.6338475161228571,0,1,0.1330956346965833,0.0,2.8090529035376104,0.0,0.0,0.0
176984,150.13885040174304,2.054382941857736,498306,6.47206,3.5,20.9,0.3416,22.93677635013733,22.334538405748383,21.50968709406684,21.292265397465933,20.868763178072705,21.96768400481761,0.3048398198339024,1.6773241150943958,2.157818421700367,1.217965435939676,0.8182627542093855,3.0755672460367656,1,64534,20.89899444580078,0.3262999951839447,33.55221176147461,0.0052876130185667,46.55370030998311,2.120596588920651,0.605097260507837,0.0,292.6961318250074,289.90723037687485,-0.5382202824588227,0.0053624396320209,49.49774916542782,1.0,0.557369271209124,0.0,292.7838654771124,289.9988831555691,-0.5143378997242819,0.00498821365693,15.855622211412593,4.0,0.7392175236772123,0.0,292.7838654771124,289.9988831555691,-0.6598888287127913,1,1,1,1,1,0.0025292510360584,0.0023317705526965,0.1865468728379008,1,1,1.0863957414887802,0.4089692649558956,116.22898493340264,21.00921812907877,87.46581031193838,108.47502844101716
24345,149.9785335194089,1.6842063006633148,265701,5.689217,3.5,20.47,0.3709,23.70896076318575,22.43799179153448,21.175834104091145,20.81686217353081,20.227933365896316,21.778012400011782,0.149691772555794,1.5248798885823407,2.934648511556308,1.8871058172816064,1.4764702758743389,3.662636921732792,1,124395,20.46924591064453,0.3481999933719635,19.46205139160156,0.0360572255931347,21.70948020610069,1.0334606291549937,0.7788113865146616,0.0,181.95693633846736,184.1534477886605,-0.2662427740293704,0.0331802913581377,22.811827301691054,1.0,0.770869866680279,0.0,181.4557253217316,184.1568773892618,2.86917392583187,0.4183779121714596,0.6606216247778514,4.0,0.9770961221862292,0.0,181.4557253217316,184.1568773892618,2.1939113319690597,1,1,1,1,1,0.0038340306159595,0.0037881767085478,0.0237060231450226,0,1,0.5747603838255725,0.0,160.39409526534584,0.0,0.0,0.0
53938,149.84490705411991,1.7657334857802796,313608,3.8566859,4.815388,-99.0,0.5033,25.989790234222163,25.956290011316604,25.79477091224117,25.750264108764306,25.72817274325927,25.899353246825733,0.0183174975719819,0.0596920300163658,0.0416851500535681,0.0200648297600631,0.0093138439513689,0.0822730372514375,5,961565,24.67424774169922,0.5033000111579895,13.576257705688477,0.0,18.397169682893733,2.1232750393637705,0.1622658399799818,0.0,0.0,0.0,-1.2372772319780831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
