No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations
118,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115052.14-280331.9</a>",177.71726,-28.05888,IrS,113414.00,0.378309,SUN,,1.789,1,0,12,2,1,0,0
119,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 065</a>",177.66949,-28.08356,G,113642.00,0.379068,SUN,,1.791,1,0,0,1,1,0,0
120,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 232</a>",177.73781,-28.08438,G,109266.00,0.364471,SUN,,1.834,1,0,0,1,1,0,0
121,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115051.57-280654.6</a>",177.71488,-28.11517,IrS,116899.00,0.389933,SUN,,1.856,1,0,12,2,1,0,0
122,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 234</a>",177.73847,-28.08266,G,112457.00,0.375117,SUN,,1.877,1,0,0,1,1,0,0
123,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 116</a>",177.69383,-28.05575,G,116515.00,0.388652,SUN,,1.881,1,0,0,1,1,0,0
124,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287+32:[ZSM2017] 14.1</a>",177.73230,-28.06778,G_Lens,230840.00,0.77,PUN,,1.888,1,0,0,1,1,0,0
125,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287+32:[ZSM2017] 14.2</a>",177.73273,-28.06828,G_Lens,275809.00,0.92,PUN,,1.89,1,0,0,1,1,0,0
126,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 086</a>",177.68196,-28.11168,G,116341.00,0.388071,SUN,,1.908,1,0,0,1,1,0,0
127,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115042.45-280350.3</a>",177.67689,-28.06399,IrS,103677.00,0.345828,SUN,,1.92,1,0,12,2,1,0,0
128,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287+32:[ZSM2017] 14.3</a>",177.73379,-28.06870,G_Lens,224844.00,0.75,PUN,,1.923,1,0,0,1,1,0,0
129,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115056.00-280403.7</a>",177.73336,-28.06777,IrS,99201.00,0.330899,SUN,,1.935,1,0,18,3,1,0,0
130,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115056.59-280607.9</a>",177.73583,-28.10220,IrS,116157.00,0.387457,SUN,,1.982,1,0,12,2,1,0,0
131,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 241</a>",177.73978,-28.09327,G,113760.00,0.379461,SUN,,1.985,1,0,0,1,1,0,0
132,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 251</a>",177.74164,-28.08681,G,117626.00,0.392357,SUN,,2.035,1,0,0,1,1,0,0
133,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 117</a>",177.69473,-28.05225,G,99146.00,0.330717,SUN,,2.074,1,0,0,1,1,0,0
134,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115039.45-280529.1</a>",177.66438,-28.09143,IrS,114537.00,0.382053,SUN,,2.081,1,0,12,2,1,0,0
135,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 075</a>",177.67646,-28.06040,G,115151.00,0.384102,SUN,,2.089,1,0,0,1,1,0,0
136,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115051.02-280711.3</a>",177.71262,-28.11983,IrS,91693.00,0.305856,SUN,,2.09,1,0,12,2,1,0,0
137,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 112</a>",177.69204,-28.05235,G,117781.00,0.392876,SUN,,2.104,1,0,0,1,1,0,0
138,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115052.82-280314.9</a>",177.72011,-28.05415,IrS,116456.00,0.388455,SUN,,2.11,1,0,12,2,1,0,0
139,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 210</a>",177.73269,-28.10969,G,116745.00,0.389418,SUN,,2.111,1,0,0,1,1,0,0
140,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 231</a>",177.73775,-28.10423,G,122115.00,0.407332,SUN,,2.131,1,0,0,1,1,0,0
141,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115045.99-280306.8</a>",177.69165,-28.05192,IrS,113978.00,0.380188,SUN,,2.134,1,0,12,2,1,0,0
142,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115044.65-280313.2</a>",177.68605,-28.05368,IrS,112730.00,0.376028,SUN,,2.141,1,0,12,2,1,0,0
143,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115054.58-280653.8</a>",177.72742,-28.11496,IrS,110486.00,0.368543,SUN,,2.159,1,0,12,2,1,0,0
144,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115041.92-280334.5</a>",177.67468,-28.05959,IrS,98769.00,0.329457,SUN,,2.188,1,0,12,2,1,0,0
145,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 070</a>",177.67341,-28.11153,G,70404.00,0.234842,SUN,,2.199,1,0,0,1,1,0,0
146,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115056.53-280633.9</a>",177.73555,-28.10942,IrS,112015.00,0.373643,SUN,,2.215,1,0,12,2,1,0,0
147,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 261</a>",177.74575,-28.08967,G,115996.00,0.38692,SUN,,2.263,1,0,0,1,1,0,0
148,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115059.12-280536.6</a>",177.74637,-28.09353,IrS,114864.00,0.383146,SUN,,2.329,1,0,12,2,1,0,0
149,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115056.22-280649.3</a>",177.73425,-28.11370,IrS,114645.00,0.382414,SUN,,2.337,1,0,12,2,1,0,0
150,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 162</a>",177.71219,-28.12467,G,113951.00,0.380098,SUN,,2.369,1,0,0,1,1,0,0
151,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115047.19-280248.7</a>",177.69666,-28.04688,IrS,115831.00,0.38637,SUN,,2.372,1,0,12,2,1,0,0
152,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115041.77-280318.2</a>",177.67407,-28.05506,IrS,115963.00,0.38681,SUN,,2.413,1,0,12,2,1,0,0
153,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115058.04-280629.1</a>",177.74185,-28.10809,IrS,114127.00,0.380686,SUN,,2.438,1,0,12,2,1,0,0
154,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115051.16-280244.6</a>",177.71318,-28.04573,IrS,115147.00,0.384089,SUN,,2.473,1,0,12,2,1,0,0
155,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115037.68-280436.9</a>",177.65704,-28.07693,IrS,114419.00,0.381661,SUN,,2.503,1,0,12,2,1,0,0
156,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115055.78-280311.4</a>",177.73244,-28.05318,IrS,117350.00,0.391439,SUN,,2.504,1,0,12,2,1,0,0
157,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115057.67-280643.2</a>",177.74031,-28.11201,IrS,116138.00,0.387394,SUN,,2.509,1,0,12,2,1,0,0
158,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115048.47-280238.3</a>",177.70200,-28.04399,IrS,112649.00,0.375758,SUN,,2.521,1,0,12,2,1,0,0
159,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 048</a>",177.65588,-28.07769,G,118662.00,0.395813,SUN,,2.554,1,0,0,1,1,0,0
160,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115054.19-280726.0</a>",177.72581,-28.12389,IrS,116467.00,0.388491,SUN,,2.569,1,0,12,2,1,0,0
161,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115057.83-280331.6</a>",177.74099,-28.05879,IrS,114676.00,0.382519,SUN,,2.582,1,0,12,2,1,0,0
162,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 217</a>",177.73396,-28.12048,G,120185.00,0.400895,SUN,,2.632,1,0,0,1,1,0,0
163,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 243</a>",177.74048,-28.11602,G,115180.00,0.384199,SUN,,2.672,1,0,0,1,1,0,0
164,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115039.16-280647.7</a>",177.66317,-28.11326,IrS,119194.00,0.397588,SUN,,2.677,1,0,12,2,1,0,0
165,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115037.40-280606.6</a>",177.65587,-28.10184,IrS,93791.00,0.312852,SUN,,2.679,1,0,12,2,1,0,0
166,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115056.13-280718.2</a>",177.73388,-28.12174,IrS,114204.00,0.380943,SUN,,2.69,1,0,12,2,1,0,0
167,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115050.45-280229.0</a>",177.71021,-28.04140,IrS,115181.00,0.384201,SUN,,2.701,1,0,12,2,1,0,0
168,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 195</a>",177.72369,-28.12737,G,24482.00,0.081662,SUN,,2.709,1,0,0,1,1,0,0
169,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115043.34-280243.4</a>",177.68059,-28.04539,IrS,116232.00,0.387707,SUN,,2.715,1,0,12,2,1,0,0
170,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115100.44-280406.4</a>",177.75189,-28.06858,IrS,112415.00,0.374977,SUN,,2.781,1,0,18,3,1,0,0
171,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115038.54-280330.2</a>",177.66061,-28.05841,IrS,108957.00,0.363442,SUN,,2.797,1,0,12,2,1,0,0
172,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115055.78-280248.4</a>",177.73245,-28.04680,IrS,112670.00,0.375827,SUN,,2.816,1,0,12,2,1,0,0
173,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 039</a>",177.65018,-28.08047,G,86236.00,0.287651,SUN,,2.826,1,0,0,1,1,0,0
174,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 041</a>",177.65048,-28.09464,G,131535.00,0.438753,SUN,,2.838,1,0,0,1,1,0,0
175,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115059.60-280642.4</a>",177.74836,-28.11180,IrS,113711.00,0.379299,SUN,,2.848,1,0,12,2,1,0,0
176,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 220</a>",177.73543,-28.12424,G,116918.00,0.389995,SUN,,2.859,1,0,0,1,1,0,0
177,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 038</a>",177.64914,-28.08369,G,100011.00,0.3336,SUN,,2.865,1,0,0,1,1,0,0
178,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115100.14-280634.3</a>",177.75060,-28.10954,IrS,114263.00,0.38114,SUN,,2.879,1,0,12,2,1,0,0
179,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 209</a>",177.73266,-28.12724,G,138450.00,0.461818,SUN,,2.925,1,0,0,1,1,0,0
180,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115057.92-280302.2</a>",177.74136,-28.05062,IrS,113674.00,0.379174,SUN,,2.93,1,0,12,2,1,0,0
181,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 221</a>",177.73543,-28.12578,G,91566.00,0.305432,SUN,,2.934,1,0,0,1,1,0,0
182,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 034</a>",177.64749,-28.07997,G,117088.00,0.390564,SUN,,2.971,1,0,0,1,1,0,0
183,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115037.74-280654.5</a>",177.65728,-28.11514,IrS,119110.00,0.397308,SUN,,2.994,1,0,12,2,1,0,0
184,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115056.54-280737.4</a>",177.73561,-28.12706,IrS,116526.00,0.38869,SUN,,3.002,1,0,12,2,1,0,0
185,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115045.78-280807.3</a>",177.69076,-28.13537,IrS,130704.00,0.43598,SUN,,3.035,1,0,12,2,1,0,0
186,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115045.29-280208.8</a>",177.68874,-28.03578,IrS,115237.00,0.384388,SUN,,3.109,1,0,12,2,1,0,0
187,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115100.09-280701.9</a>",177.75041,-28.11720,IrS,111727.00,0.372682,SUN,,3.122,1,0,12,2,1,0,0
188,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115056.07-280751.2</a>",177.73367,-28.13089,IrS,116923.00,0.390012,SUN,,3.139,1,0,12,2,1,0,0
189,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 233</a>",177.73782,-28.12989,G,114426.00,0.381685,SUN,,3.208,1,0,0,1,1,0,0
190,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 282</a>",177.75891,-28.10850,G,118704.00,0.395953,SUN,,3.243,1,0,0,1,1,0,0
191,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115045.92-280157.4</a>",177.69135,-28.03264,IrS,113321.00,0.377997,SUN,,3.262,1,0,12,2,1,0,0
192,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115057.36-280750.2</a>",177.73901,-28.13062,IrS,116599.00,0.388932,SUN,,3.28,1,0,12,2,1,0,0
193,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115051.80-280154.2</a>",177.71584,-28.03174,IrS,105171.00,0.350813,SUN,,3.324,1,0,12,2,1,0,0
194,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 225</a>",177.73641,-28.13346,G,117225.00,0.391019,SUN,,3.346,1,0,0,1,1,0,0
195,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 076</a>",177.67664,-28.03528,G,84230.00,0.280961,SUN,,3.352,1,0,0,1,1,0,0
196,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115036.03-280705.8</a>",177.65015,-28.11828,IrS,114588.00,0.382223,SUN,,3.411,1,0,12,2,1,0,0
197,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 272</a>",177.75420,-28.12130,G,116793.00,0.38958,SUN,,3.431,1,0,0,1,1,0,0
198,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115102.81-280639.0</a>",177.76174,-28.11085,IrS,118765.00,0.396157,SUN,,3.438,1,0,12,2,1,0,0
199,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 045</a>",177.65398,-28.04767,G,114401.00,0.381601,SUN,,3.476,1,0,0,1,1,0,0
200,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 031</a>",177.64259,-28.10860,G,114966.00,0.383484,SUN,,3.483,1,0,0,1,1,0,0
201,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115056.11-280816.1</a>",177.73379,-28.13763,IrS,113598.00,0.378921,SUN,,3.495,1,0,18,3,1,0,0
202,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115058.00-280218.7</a>",177.74167,-28.03853,IrS,111867.00,0.373148,SUN,,3.501,1,0,12,2,1,0,0
203,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115040.30-280210.1</a>",177.66795,-28.03616,IrS,116105.00,0.387284,SUN,,3.525,1,0,12,2,1,0,0
204,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 183</a>",177.71738,-28.14349,G,127551.00,0.425465,SUN,,3.53,1,0,0,1,1,0,0
205,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115042.38-280153.9</a>",177.67661,-28.03166,IrS,114071.00,0.380501,SUN,,3.551,1,0,12,2,1,0,0
206,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115057.44-280809.2</a>",177.73936,-28.13589,IrS,114070.00,0.380496,SUN,,3.553,1,0,12,2,1,0,0
207,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115038.66-280755.7</a>",177.66111,-28.13216,IrS,116073.00,0.387178,SUN,,3.555,1,0,12,2,1,0,0
208,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 028</a>",177.63589,-28.09452,G,84476.00,0.281783,SUN,,3.6,1,0,0,1,1,0,0
209,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115048.28-280133.2</a>",177.70119,-28.02589,IrS,113645.00,0.379079,SUN,,3.608,1,0,12,2,1,0,0
210,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115103.01-280700.4</a>",177.76256,-28.11678,IrS,116963.00,0.390147,SUN,,3.644,1,0,12,2,1,0,0
211,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115053.90-280837.8</a>",177.72459,-28.14386,IrS,113946.00,0.380082,SUN,,3.652,1,0,12,2,1,0,0
212,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 140</a>",177.70434,-28.14715,G,73134.00,0.243949,SUN,,3.67,1,0,0,1,1,0,0
213,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115049.69-280851.5</a>",177.70707,-28.14764,IrS,117329.00,0.391367,SUN,,3.704,1,0,12,2,1,0,0
214,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115058.19-280202.9</a>",177.74237,-28.03428,IrS,110191.00,0.367559,SUN,,3.732,1,0,18,3,1,0,0
215,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115048.06-280125.3</a>",177.70028,-28.02370,IrS,98666.00,0.329114,SUN,,3.741,1,0,12,2,1,0,0
216,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115039.25-280201.4</a>",177.66358,-28.03374,IrS,113564.00,0.378809,SUN,,3.773,1,0,12,2,1,0,0
217,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115057.51-280825.7</a>",177.73966,-28.14049,IrS,116108.00,0.387296,SUN,,3.797,1,0,12,2,1,0,0
218,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115045.79-280124.3</a>",177.69080,-28.02343,IrS,115508.00,0.385292,SUN,,3.811,1,0,12,2,1,0,0
219,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 101</a>",177.68898,-28.02315,G,115980.00,0.386866,SUN,,3.845,1,0,0,1,1,0,0
220,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115035.46-280740.1</a>",177.64776,-28.12782,IrS,105568.00,0.352137,SUN,,3.861,1,0,12,2,1,0,0
221,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115032.58-280649.8</a>",177.63579,-28.11385,IrS,111748.00,0.372752,SUN,,3.94,1,0,12,2,1,0,0
222,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 052</a>",177.65776,-28.03373,G,116619.00,0.388999,SUN,,3.952,1,0,0,1,1,0,0
223,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115056.17-280131.3</a>",177.73405,-28.02536,IrS,111938.00,0.373386,SUN,,3.988,1,0,12,2,1,0,0
224,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 043</a>",177.65358,-28.13602,G,117535.00,0.392054,SUN,,3.988,1,0,0,1,1,0,0
225,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 290</a>",177.76232,-28.12743,G,33755.00,0.112594,SUN,,3.996,1,0,0,1,1,0,0
226,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115040.23-280137.8</a>",177.66766,-28.02717,IrS,116094.00,0.387249,SUN,,4.0,1,0,12,2,1,0,0
227,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115051.97-280908.1</a>",177.71655,-28.15226,IrS,112110.00,0.373957,SUN,,4.038,1,0,12,2,1,0,0
228,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115044.25-280114.3</a>",177.68440,-28.02064,IrS,114113.00,0.380641,SUN,,4.046,1,0,12,2,1,0,0
229,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115040.62-280131.8</a>",177.66926,-28.02552,IrS,116150.00,0.387435,SUN,,4.049,1,0,12,2,1,0,0
230,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 033</a>",177.64707,-28.13204,G,82978.00,0.276786,SUN,,4.057,1,0,0,1,1,0,0
231,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115051.60-280107.0</a>",177.71502,-28.01861,IrS,115530.00,0.385368,SUN,,4.091,1,0,12,2,1,0,0
232,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 259</a>",177.74507,-28.14424,G,318878.00,1.063662,SUN,,4.138,1,0,0,1,1,0,0
233,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115101.60-280207.0</a>",177.75668,-28.03529,IrS,114213.00,0.380972,SUN,,4.156,1,0,12,2,1,0,0
234,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115034.37-280750.6</a>",177.64322,-28.13072,IrS,198149.00,0.660955,SUN,,4.157,1,0,12,2,1,0,0
235,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">PLCK G287.0+32.9:[GDW2019] 283</a>",177.75945,-28.13476,G,33755.00,0.112596,SUN,,4.174,1,0,0,1,1,0,0
236,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115044.77-280101.0</a>",177.68658,-28.01696,IrS,130445.00,0.435118,SUN,,4.235,1,0,12,2,1,0,0
237,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115102.72-280806.9</a>",177.76137,-28.13526,IrS,116608.00,0.388962,SUN,,4.268,1,0,12,2,1,0,0
238,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115047.21-280924.9</a>",177.69674,-28.15694,IrS,121998.00,0.406942,SUN,,4.27,1,0,12,2,1,0,0
239,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115105.97-280311.2</a>",177.77489,-28.05312,IrS,116712.00,0.389309,SUN,,4.277,1,0,12,2,1,0,0
240,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J115057.76-280857.7</a>",177.74075,-28.14942,G,18093.00,0.060353,SUN,,4.293,3,0,31,6,2,2,0
