No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations
238,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084155.12-172210.9</a>",130.47967,-17.36970,IrS,46154.00,0.153952,SUN,,7.122,1,0,12,2,1,0,0
83,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 147</a>",130.48889,-17.51097,G,46186.00,0.154059,SUN,,2.694,1,0,0,1,1,0,0
153,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084157.73-173310.5</a>",130.49057,-17.55294,IrS,46253.00,0.154282,SUN,,4.674,1,0,12,2,1,0,0
36,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084143.10-172803.1</a>",130.42962,-17.46754,IrS,46281.00,0.154377,SUN,,1.59,1,0,12,2,1,0,0
66,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084138.38-172908.4</a>",130.40994,-17.48568,IrS,46365.00,0.154657,SUN,,2.318,1,0,12,2,1,0,0
297,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 286</a>",130.56774,-17.60356,G,46382.00,0.154714,SUN,,9.776,1,0,0,1,1,0,0
253,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 247</a>",130.53691,-17.58334,G,46461.00,0.154976,SUN,,7.696,1,0,0,1,1,0,0
133,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 061</a>",130.45803,-17.41535,G,46534.00,0.155222,SUN,,4.207,1,0,0,1,1,0,0
2,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084149.04-172906.5</a>",130.45437,-17.48515,IrS,46572.00,0.155348,SUN,,0.226,1,0,12,2,1,0,0
180,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084158.60-173404.6</a>",130.49417,-17.56792,G,46584.00,0.155388,SUN,,5.564,2,0,27,5,2,2,0
156,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 234</a>",130.53007,-17.50614,G,46593.00,0.155417,SUN,,4.729,1,0,0,1,1,0,0
20,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084144.94-173006.7</a>",130.43739,-17.50187,IrS,46608.00,0.155467,SUN,,1.254,1,0,18,3,1,0,0
265,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084201.80-173645.0</a>",130.50752,-17.61251,IrS,46709.00,0.155804,SUN,,8.314,1,0,12,2,1,0,0
154,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 125</a>",130.48015,-17.55793,G,46798.00,0.156102,SUN,,4.69,1,0,0,1,1,0,0
25,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084153.60-172833.9</a>",130.47335,-17.47610,IrS,46811.00,0.156145,SUN,,1.418,1,0,12,2,1,0,0
32,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 049</a>",130.44955,-17.51089,G,46823.00,0.156185,SUN,,1.549,1,0,0,1,1,0,0
218,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084203.29-173433.0</a>",130.51374,-17.57589,IrS,46844.00,0.156255,SUN,,6.543,1,0,18,3,1,0,0
143,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 225</a>",130.52708,-17.49445,G,46857.00,0.156298,SUN,,4.422,1,0,0,1,1,0,0
219,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084208.68-173324.2</a>",130.53685,-17.55664,UvS,46909.00,0.156471,SUN,,6.548,1,0,16,3,1,0,0
268,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 287</a>",130.56832,-17.56787,G,46933.00,0.156553,SUN,,8.376,1,0,0,1,1,0,0
41,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084150.45-173041.9</a>",130.46021,-17.51165,IrS,46979.00,0.156704,SUN,,1.689,1,0,12,2,1,0,0
163,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084143.84-172413.1</a>",130.43269,-17.40365,IrS,47047.00,0.156931,SUN,,4.99,1,0,12,2,1,0,0
271,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084202.96-173657.2</a>",130.51236,-17.61591,IrS,47063.00,0.156984,SUN,,8.612,1,0,12,2,1,0,0
5,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASS J08414956-1728468</a>",130.45652,-17.47969,IrS,47097.00,0.1571,SUN,,0.475,1,0,6,2,1,0,0
172,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 118</a>",130.47750,-17.57014,G,47125.00,0.157191,SUN,,5.334,1,0,0,1,1,0,0
194,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 188</a>",130.50959,-17.56530,G,47132.00,0.157217,SUN,,5.884,1,0,0,1,1,0,0
202,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 197</a>",130.51254,-17.56578,G,47185.00,0.157393,SUN,,6.006,1,0,0,1,1,0,0
147,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084153.58-173326.7</a>",130.47325,-17.55744,IrS,47212.00,0.157482,SUN,,4.534,1,0,12,2,1,0,0
190,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 200</a>",130.51401,-17.56080,G,47244.00,0.157589,SUN,,5.82,1,0,0,1,1,0,0
22,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084149.52-173021.5</a>",130.45634,-17.50599,IrS,47248.00,0.157603,SUN,,1.299,1,0,12,2,1,0,0
244,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084158.47-173553.1</a>",130.49366,-17.59810,IrS,47265.00,0.157658,SUN,,7.218,1,0,12,2,1,0,0
110,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 106</a>",130.47287,-17.43287,G,47268.00,0.157668,SUN,,3.385,1,0,0,1,1,0,0
123,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 116</a>",130.47709,-17.54316,G,47299.00,0.157771,SUN,,3.804,1,0,0,1,1,0,0
233,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 207</a>",130.51885,-17.58153,G,47320.00,0.157842,SUN,,6.986,1,0,0,1,1,0,0
246,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084153.34-173619.2</a>",130.47227,-17.60536,IrS,47360.00,0.157975,SUN,,7.324,1,0,12,2,1,0,0
129,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 163</a>",130.49995,-17.53294,G,47369.00,0.158007,SUN,,4.034,1,0,0,1,1,0,0
106,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 164</a>",130.50007,-17.51514,G,47415.00,0.15816,SUN,,3.365,1,0,0,1,1,0,0
216,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 167</a>",130.50135,-17.38888,G,47423.00,0.158185,SUN,,6.466,1,0,0,1,1,0,0
168,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 038</a>",130.44156,-17.39972,G,47429.00,0.158207,SUN,,5.147,1,0,0,1,1,0,0
117,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 082</a>",130.46501,-17.42579,G,47457.00,0.1583,SUN,,3.654,1,0,0,1,1,0,0
261,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084200.51-173639.4</a>",130.50207,-17.61096,IrS,47468.00,0.158337,SUN,,8.11,1,0,18,3,1,0,0
92,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084150.60-173200.1</a>",130.46086,-17.53337,IrS,47478.00,0.158371,SUN,,2.958,1,0,12,2,1,0,0
116,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084155.18-172553.2</a>",130.47991,-17.43143,IrS,47586.00,0.158729,SUN,,3.635,1,0,18,3,1,0,0
81,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084159.07-172909.5</a>",130.49613,-17.48598,IrS,47602.00,0.158784,SUN,,2.616,1,0,12,2,1,0,0
247,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084211.25-173359.9</a>",130.54688,-17.56671,IrS,47639.00,0.158906,SUN,,7.378,1,0,18,3,1,0,0
77,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084156.45-172733.8</a>",130.48520,-17.45954,IrS,47641.00,0.158912,SUN,,2.512,1,0,18,3,1,0,0
69,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084150.43-172650.2</a>",130.46010,-17.44729,IrS,47681.00,0.159047,SUN,,2.334,1,0,18,3,1,0,0
105,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084156.14-172622.2</a>",130.48417,-17.43923,IrS,47687.00,0.159068,SUN,,3.361,1,0,18,3,1,0,0
75,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084141.60-173101.9</a>",130.42336,-17.51722,IrS,47716.00,0.159163,SUN,,2.474,1,0,12,2,1,0,0
197,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084148.82-172310.2</a>",130.45344,-17.38617,IrS,47737.00,0.159233,SUN,,5.937,1,0,12,2,1,0,0
228,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 230</a>",130.52933,-17.57038,G,47745.00,0.159261,SUN,,6.824,1,0,0,1,1,0,0
245,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 280</a>",130.56284,-17.54138,G,47788.00,0.159405,SUN,,7.265,1,0,0,1,1,0,0
306,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 220</a>",130.52484,-17.63963,G,47797.00,0.159432,SUN,,10.203,1,0,0,1,1,0,0
39,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084151.97-173028.4</a>",130.46656,-17.50789,IrS,47825.00,0.159526,SUN,,1.651,1,0,12,2,1,0,0
23,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 069</a>",130.46142,-17.46501,G,47841.00,0.159579,SUN,,1.359,1,0,0,1,1,0,0
161,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 192</a>",130.51057,-17.54474,G,47844.00,0.159592,SUN,,4.965,1,0,0,1,1,0,0
192,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 130</a>",130.48108,-17.39248,G,47868.00,0.159672,SUN,,5.827,1,0,0,1,1,0,0
29,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 072</a>",130.46203,-17.46222,G,47904.00,0.15979,SUN,,1.524,1,0,0,1,1,0,0
74,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084156.88-173023.7</a>",130.48710,-17.50658,IrS,47904.00,0.159791,SUN,,2.463,1,0,18,3,1,0,0
307,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084215.07-173704.1</a>",130.56282,-17.61782,IrS,47962.00,0.159984,SUN,,10.236,1,0,12,2,1,0,0
53,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084142.27-172743.6</a>",130.42613,-17.46213,IrS,47976.00,0.160031,SUN,,1.957,1,0,12,2,1,0,0
196,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 083</a>",130.46511,-17.38715,G,47989.00,0.160073,SUN,,5.936,1,0,0,1,1,0,0
236,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084212.48-173311.3</a>",130.55202,-17.55314,IrS,48004.00,0.160123,SUN,,7.104,1,0,12,2,1,0,0
299,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 300</a>",130.58144,-17.59100,G,48006.00,0.160131,SUN,,9.826,1,0,0,1,1,0,0
63,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084151.69-172704.2</a>",130.46566,-17.45123,IrS,48012.00,0.16015,SUN,,2.21,1,0,18,3,1,0,0
120,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084203.54-172945.0</a>",130.51479,-17.49584,IrS,48014.00,0.160158,SUN,,3.739,1,0,12,2,1,0,0
224,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 243</a>",130.53527,-17.56247,G,48015.00,0.16016,SUN,,6.718,1,0,0,1,1,0,0
296,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084220.05-173512.2</a>",130.58358,-17.58673,IrS,48054.00,0.160292,SUN,,9.758,1,0,12,2,1,0,0
229,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 246</a>",130.53662,-17.56429,G,48074.00,0.160359,SUN,,6.849,1,0,0,1,1,0,0
43,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084144.93-172733.0</a>",130.43723,-17.45919,IrS,48089.00,0.160407,SUN,,1.728,1,0,12,2,1,0,0
242,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084217.34-173051.0</a>",130.57229,-17.51417,IrS,48098.00,0.160436,SUN,,7.188,1,0,12,2,1,0,0
222,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084200.85-173500.8</a>",130.50359,-17.58360,IrS,48138.00,0.160572,SUN,,6.648,1,0,18,3,1,0,0
254,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 296</a>",130.57627,-17.53091,G,48142.00,0.160585,SUN,,7.708,1,0,0,1,1,0,0
89,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084156.45-172709.7</a>",130.48514,-17.45267,IrS,48166.00,0.160665,SUN,,2.78,1,0,18,3,1,0,0
293,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084223.37-173349.2</a>",130.59739,-17.56368,IrS,48168.00,0.160671,SUN,,9.641,1,0,12,2,1,0,0
124,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084151.87-172522.3</a>",130.46616,-17.42286,IrS,48178.00,0.160703,SUN,,3.84,1,0,12,2,1,0,0
189,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 263</a>",130.54764,-17.51081,G,48181.00,0.160713,SUN,,5.773,1,0,0,1,1,0,0
257,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 221</a>",130.52498,-17.59399,G,48183.00,0.160722,SUN,,7.803,1,0,0,1,1,0,0
282,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084200.96-173730.2</a>",130.50404,-17.62508,IrS,48207.00,0.160801,SUN,,8.942,1,0,12,2,1,0,0
60,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084152.12-173102.2</a>",130.46721,-17.51726,IrS,48211.00,0.160813,SUN,,2.156,1,0,18,3,1,0,0
72,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 045</a>",130.44632,-17.44594,G,48221.00,0.160848,SUN,,2.36,1,0,0,1,1,0,0
258,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 301</a>",130.58202,-17.52967,G,48227.00,0.160868,SUN,,7.991,1,0,0,1,1,0,0
317,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 303</a>",130.58324,-17.61844,G,48257.00,0.160967,SUN,,11.034,1,0,0,1,1,0,0
256,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">2MASS J08420948-1734568</a>",130.53954,-17.58245,IrS,48263.00,0.160989,SUN,,7.754,1,0,5,2,1,0,0
295,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 283</a>",130.56559,-17.60501,G,48300.00,0.161113,SUN,,9.756,1,0,0,1,1,0,0
131,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 161</a>",130.49852,-17.53528,G,48310.00,0.161145,SUN,,4.079,1,0,0,1,1,0,0
45,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084154.85-172820.6</a>",130.47866,-17.47254,IrS,48346.00,0.161266,SUN,,1.782,1,0,18,3,1,0,0
112,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084146.08-172544.5</a>",130.44202,-17.42903,IrS,48373.00,0.161356,SUN,,3.397,1,0,12,2,1,0,0
234,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084207.79-173417.5</a>",130.53246,-17.57155,IrS,48388.00,0.161404,SUN,,6.996,1,0,12,2,1,0,0
302,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 288</a>",130.56836,-17.60615,G,48418.00,0.161505,SUN,,9.913,1,0,0,1,1,0,0
47,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 112</a>",130.47448,-17.46593,G,48418.00,0.161505,SUN,,1.793,1,0,0,1,1,0,0
42,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 009</a>",130.42192,-17.47723,G,48450.00,0.161612,SUN,,1.698,1,0,0,1,1,0,0
273,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084219.38-173327.2</a>",130.58078,-17.55756,IrS,48482.00,0.161717,SUN,,8.633,1,0,12,2,1,0,0
93,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 129</a>",130.48106,-17.52534,G,48501.00,0.161783,SUN,,2.984,1,0,0,1,1,0,0
136,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084206.07-172856.5</a>",130.52533,-17.48237,IrS,48547.00,0.161937,SUN,,4.289,1,0,12,2,1,0,0
209,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 115</a>",130.47698,-17.38380,G,48565.00,0.161997,SUN,,6.264,1,0,0,1,1,0,0
250,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 274</a>",130.55309,-17.56285,G,48571.00,0.162017,SUN,,7.501,1,0,0,1,1,0,0
88,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084153.10-172636.4</a>",130.47127,-17.44347,IrS,48591.00,0.162082,SUN,,2.767,1,0,12,2,1,0,0
241,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084207.13-173440.6</a>",130.52967,-17.57793,IrS,48595.00,0.162094,SUN,,7.183,1,0,18,3,1,0,0
142,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 171</a>",130.50251,-17.53923,G,48603.00,0.162121,SUN,,4.409,1,0,0,1,1,0,0
90,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084145.48-173149.6</a>",130.43954,-17.53046,IrS,48614.00,0.16216,SUN,,2.793,1,0,12,2,1,0,0
320,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084218.84-173745.5</a>",130.57851,-17.62932,IrS,48631.00,0.162216,SUN,,11.339,1,0,12,2,1,0,0
12,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084151.97-172838.0</a>",130.46654,-17.47723,IrS,48632.00,0.162219,SUN,,1.035,1,0,12,2,1,0,0
298,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 308</a>",130.58669,-17.58355,G,48633.00,0.162221,SUN,,9.781,1,0,0,1,1,0,0
98,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 017</a>",130.42835,-17.43847,G,48665.00,0.162329,SUN,,3.069,1,0,0,1,1,0,0
305,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084220.79-173539.4</a>",130.58666,-17.59428,IrS,48670.00,0.162345,SUN,,10.182,1,0,12,2,1,0,0
208,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084154.90-173509.0</a>",130.47876,-17.58584,IrS,48671.00,0.16235,SUN,,6.259,1,0,12,2,1,0,0
139,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 102</a>",130.47167,-17.41529,G,48674.00,0.16236,SUN,,4.361,1,0,0,1,1,0,0
259,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084206.52-173553.6</a>",130.52721,-17.59823,IrS,48696.00,0.162431,SUN,,8.086,1,0,12,2,1,0,0
151,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084144.46-172432.7</a>",130.43526,-17.40911,IrS,48702.00,0.162454,SUN,,4.64,1,0,12,2,1,0,0
134,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 070</a>",130.46150,-17.41566,G,48709.00,0.162477,SUN,,4.213,1,0,0,1,1,0,0
269,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084210.17-173542.9</a>",130.54248,-17.59529,IrS,48719.00,0.16251,SUN,,8.453,1,0,18,3,1,0,0
87,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">ABELL 3411:[GDW2019] 054</a>",130.45137,-17.53046,G,48736.00,0.162567,SUN,,2.723,1,0,0,1,1,0,0
230,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084153.98-172220.9</a>",130.47479,-17.37250,G,48737.00,0.162569,SLS,16.0R,6.897,3,0,28,4,3,2,0
275,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J084208.63-173618.0</a>",130.53596,-17.60502,IrS,48737.00,0.16257,SUN,,8.702,1,0,12,2,1,0,0
