No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations
12,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">[HOO2023] F150DB-076</a>",110.87254,-73.44436,G,1133216.00,3.78,PSE,,0.482,1,0,0,1,1,0,0
13,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-7327:[NSB2022]0519</a>",110.84207,-73.44800,G,1717811.00,5.73,PUN,,0.53,1,0,0,1,1,0,0
14,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-73:[PFD2022a] 17.3</a>",110.82979,-73.44746,G_Lens,629564.00,2.1,MUN,,0.593,2,0,0,2,1,0,0
15,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723:[CAR2023] I01</a>",110.85933,-73.44916,G_Lens,2547637.00,8.498,SLS,,0.602,2,0,0,2,2,0,0
16,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-73:[PFD2022a] 03.1</a>",110.83059,-73.44849,G_Lens,542624.00,1.81,MLE,,0.637,1,0,0,1,1,0,0
17,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-7327:[SCM2023] 3.3</a>",110.83019,-73.44845,G_Lens,602583.00,2.01,PML,,0.639,1,0,0,1,1,0,0
18,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-7327:[SCM2023] 5.3</a>",110.83027,-73.44854,G_Lens,596587.00,1.99,PML,,0.642,1,0,0,1,1,0,0
19,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-7327:[GFM2022] 3.1</a>",110.83031,-73.44856,G_Lens,380736.00,1.27,MUN,,0.643,1,0,0,1,1,0,0
20,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-7327:[NSB2022]0599</a>",110.84029,-73.44999,G,1981628.00,6.61,PUN,,0.654,1,0,0,1,1,0,0
21,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-73:[PFD2022a] 13.1</a>",110.82982,-73.44890,G_Lens,701514.00,2.34,MLE,,0.665,2,0,0,2,3,0,0
22,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-7327:[GFM2022] 1.1</a>",110.84071,-73.45108,G_Lens,434699.00,1.45,SUN,,0.715,4,0,0,4,4,0,0
23,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">[HOO2023] F150DB-088</a>",110.80850,-73.43814,G,917365.00,3.06,PSE,,0.718,1,0,0,1,1,0,0
24,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-7327:[GFM2022] 2.1</a>",110.83875,-73.45105,G_Lens,413114.00,1.378,SUN,,0.722,4,0,0,4,4,0,0
25,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-73:[PFD2022a] 12.1</a>",110.82220,-73.44909,G_Lens,467676.00,1.56,MLE,,0.75,1,0,0,1,1,0,0
26,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-73:[PFD2022a] 15.1</a>",110.81963,-73.44865,G_Lens,662541.00,2.21,MLE,,0.76,1,0,0,1,1,0,0
27,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-73:[PFD2022a] 08.3</a>",110.81322,-73.44673,G_Lens,1876701.00,6.26,PUN,,0.768,1,0,0,1,1,0,0
28,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-73:[PFD2022a] 06.1</a>",110.83583,-73.45182,G_Lens,500653.00,1.67,MUN,,0.781,3,0,0,3,4,0,0
29,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">[HOO2023] F150DB-079</a>",110.80479,-73.44156,G,824429.00,2.75,PSE,,0.787,1,0,0,1,1,0,0
30,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-73:[PFD2022a] 18.1</a>",110.82180,-73.45057,G_Lens,398724.00,1.33,MLE,,0.825,1,0,0,1,1,0,0
31,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-73:[PFD2022a] 09.3</a>",110.81261,-73.44811,G_Lens,515643.00,1.72,PUN,,0.826,1,0,0,1,1,0,0
32,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723:[CAR2023] S19.1</a>",110.82088,-73.45074,G_Lens,404720.00,1.35,MUN,,0.842,1,0,0,1,1,0,0
33,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-7327:[GFM2022] 4.3</a>",110.81329,-73.44878,G_Lens,656546.00,2.19,MUN,,0.843,4,0,0,4,4,0,0
34,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-73:[PFD2022a] 06.2</a>",110.83675,-73.45309,G_Lens,500653.00,1.67,MUN,,0.849,3,0,0,3,3,0,0
35,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-73:[PFD2022a] 10.1</a>",110.82364,-73.45169,G_Lens,365747.00,1.22,PUN,,0.863,1,0,0,1,1,0,0
36,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-7327:[GFM2022] 5.1</a>",110.82388,-73.45188,G_Lens,427204.00,1.425,SUN,,0.87,4,0,0,4,4,0,0
37,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">[HOO2023] F150DB-050</a>",110.85242,-73.45417,G,899378.00,3.0,PSE,,0.883,1,0,0,1,1,0,0
38,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-73:[PFD2022a] 05.B</a>",110.82336,-73.45224,G_Lens,428703.00,1.43,SUN,,0.893,1,0,0,1,1,0,0
39,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-73:[PFD2022a] 05.A</a>",110.82331,-73.45228,G_Lens,428703.00,1.43,SUN,,0.896,1,0,0,1,1,0,0
40,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">[HOO2023] F150DB-052</a>",110.86725,-73.45383,G,1124222.00,3.75,PSE,,0.91,1,0,0,1,1,0,0
41,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-7327:[GFM2022] 5.2</a>",110.82233,-73.45278,G_Lens,427204.00,1.425,SUN,,0.93,4,0,0,4,4,0,0
42,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-7327:[GFM2022] 1.2</a>",110.84296,-73.45484,G_Lens,434699.00,1.45,SUN,,0.931,4,0,0,4,4,0,0
43,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-73:[PFD2022a] 16.1</a>",110.82082,-73.45259,G_Lens,86940.00,0.29,PUN,,0.934,1,0,0,1,2,0,0
44,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-73:[PFD2022a] 10.2</a>",110.82174,-73.45277,G_Lens,377739.00,1.26,PUN,,0.935,1,0,0,1,1,0,0
45,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-73:[PFD2022a] 13.4</a>",110.83265,-73.45436,G_Lens,968330.00,3.23,PML,,0.943,2,0,0,2,1,0,0
46,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-7327:[NSB2022]0570</a>",110.89438,-73.44925,G,1747790.00,5.83,PUN,,0.956,1,0,0,1,1,0,0
47,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">The Sparkler Galaxy</a>",110.84079,-73.45521,G,413114.00,1.378,SUN,,0.958,3,0,0,3,3,0,0
48,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-73:[PFD2022a] 07.3</a>",110.79963,-73.44709,G_Lens,1097241.00,3.66,PUN,,0.978,2,0,0,2,2,0,0
49,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-7327:[SCM2023] 5.2</a>",110.83176,-73.45511,G_Lens,596587.00,1.99,PML,,0.99,1,0,0,1,1,0,0
50,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-7327:[GFM2022] 3.2</a>",110.83200,-73.45520,G_Lens,343862.00,1.147,PUN,,0.994,3,0,0,3,2,0,0
51,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-7327:[SCM2023] 3.2</a>",110.83152,-73.45515,G_Lens,602583.00,2.01,PML,,0.994,1,0,0,1,1,0,0
52,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">WISEA J072318.38-732717.0</a>",110.82660,-73.45473,IrS,116919.00,0.39,PUN,,1.001,1,0,13,2,1,0,0
53,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-73:[PFD2022a] 13.2</a>",110.82221,-73.45412,G_Lens,968330.00,3.23,PML,,1.001,2,0,0,2,1,0,0
54,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723:[CAR2023] S19.2</a>",110.81642,-73.45357,G_Lens,404720.00,1.35,MUN,,1.025,1,0,0,1,1,0,0
55,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-7327:[SCM2023] 5.4</a>",110.82316,-73.45474,G_Lens,596587.00,1.99,PML,,1.026,1,0,0,1,1,0,0
56,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-7327:[GFM2022] 3.4</a>",110.82337,-73.45483,G_Lens,380736.00,1.27,MUN,,1.03,3,0,0,3,2,0,0
57,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-7327:[SCM2023] 3.4</a>",110.82297,-73.45479,G_Lens,602583.00,2.01,PML,,1.03,1,0,0,1,1,0,0
58,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">The Beret Galaxy</a>",110.79758,-73.44907,G,348659.00,1.163,SLS,,1.068,2,0,0,2,2,0,0
59,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-73:[PFD2022a] 12.2</a>",110.81478,-73.45432,G_Lens,2023599.00,6.75,PUN,,1.077,1,0,0,1,1,0,0
60,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">SMACS J0723-73:[PFD2022a] 17.1</a>",110.82313,-73.45581,G_Lens,629564.00,2.1,MUN,,1.084,2,0,0,2,3,0,0
