,wavelengths,transmission
228,528,2.3737137420887258e-05
229,529,2.3493855721624138e-05
230,530,2.3254652344652785e-05
231,531,3.565651400585356e-05
232,532,4.55373771427097e-05
233,533,4.845474423707902e-05
234,534,6.581664181638725e-05
235,535,6.619784928018515e-05
236,536,4.1510152518734235e-05
237,537,2.9179763008158364e-05
238,538,4.278384926142126e-05
239,539,4.2357247875300676e-05
240,540,4.192710009906477e-05
241,541,4.1502902157875683e-05
242,542,4.1080213275293306e-05
243,543,3.75230470457183e-05
244,544,2.1013487397426987e-05
245,545,3.494214253380951e-05
246,546,5.0364765153964434e-05
247,547,5.163154535987674e-05
248,548,3.865148351249265e-05
249,549,3.826725707369162e-05
250,550,3.872779264521138e-05
251,551,2.7883353391090514e-05
252,552,3.2823895094508774e-05
253,553,5.086257803771973e-05
254,554,2.029959579949238e-05
255,555,3.274079054788907e-05
256,556,2.6576198493439768e-05
257,557,1.827834605800563e-05
258,558,2.10310781094528e-05
259,559,3.521511693639507e-05
260,560,2.2031121358439055e-05
261,561,1.7618449387607584e-05
262,562,1.744671189531225e-05
263,563,2.0104793907466964e-05
264,564,3.361895308781142e-05
265,565,3.3895654793513796e-05
266,566,3.357288171919292e-05
267,567,3.325326879416501e-05
268,568,3.0210501155352606e-05
269,569,1.685122566399944e-05
270,570,1.6158421069573384e-05
271,571,1.6008267676011686e-05
272,572,1.5859641982806564e-05
273,573,1.8351194583394337e-05
274,574,3.0662138014823954e-05
275,575,1.8991538618918518e-05
276,576,1.5285684659361398e-05
277,577,1.5145962916418913e-05
278,578,1.756499648713047e-05
279,579,2.9328034504889097e-05
280,580,2.9481160211402594e-05
281,581,2.0879190644092196e-05
282,582,1.9869331730003878e-05
283,583,2.623986588444435e-05
284,584,1.460221447033726e-05
285,585,2.5026515403827246e-05
286,586,1.9962249310999362e-05
287,587,1.9058417094630033e-05
288,588,2.7503859346010036e-05
289,589,2.726971705679539e-05
290,590,2.7037802989735762e-05
291,591,2.6791316425588556e-05
292,592,2.155097571525731e-05
293,593,1.5492021091371634e-05
294,594,2.5801940469293018e-05
295,595,1.5784138268608582e-05
296,596,2.0205055993756117e-05
297,597,2.0567579680547915e-05
298,598,1.4835351046886409e-05
299,599,2.4678202038794274e-05
300,600,2.4692186657340832e-05
301,601,2.4470032264226343e-05
302,602,1.962583110879277e-05
303,603,1.2014696004594987e-05
304,604,1.1907327966194524e-05
305,605,2.1033918983694142e-05
306,606,2.3380381918132587e-05
307,607,2.760925488511009e-05
308,608,3.2318489006865895e-05
309,609,2.290933451361881e-05
310,610,2.2541747735838067e-05
311,611,2.8905358017772365e-05
312,612,2.898788344443496e-05
313,613,2.2002554067049545e-05
314,614,2.1826529653518964e-05
315,615,1.3124060532427923e-05
316,616,1.7057464249162787e-05
317,617,2.131233784370886e-05
318,618,2.1142827230590172e-05
319,619,2.0975018302882588e-05
320,620,2.0807319185679734e-05
321,621,1.45637492376533e-05
322,622,1.4256461400358164e-05
323,623,2.035990386088652e-05
324,624,2.0215030682251077e-05
325,625,1.211560221158415e-05
326,626,1.5866894660430358e-05
327,627,1.9785295885800393e-05
328,628,1.964048473997429e-05
329,629,1.9496454735911403e-05
330,630,1.1667046087039179e-05
331,631,1.5272940758875066e-05
332,632,2.2704245189167734e-05
333,633,2.6300770912900098e-05
334,634,1.8584635854242638e-05
335,635,1.836286992418837e-05
336,636,1.8164817051956763e-05
337,637,1.7967711818576778e-05
338,638,1.60091195647554e-05
339,639,8.793061461035124e-06
340,640,8.688692808918526e-06
341,641,1.3741075625304888e-05
342,642,1.709458477988334e-05
343,643,1.541803543728379e-05
344,644,8.616347256821627e-06
345,645,1.4705667981979004e-05
346,646,1.6505942325241115e-05
347,647,1.6353344350729288e-05
348,648,1.6196887788220853e-05
349,649,1.603596974800311e-05
350,650,1.5866051969617822e-05
351,651,1.5653249471269865e-05
352,652,1.7856807737728445e-05
353,653,2.191710114917951e-05
354,654,1.5164490826905408e-05
355,655,1.347619708835011e-05
356,656,1.260685525740916e-05
357,657,1.3433365485362635e-05
358,658,1.8442053940475737e-05
359,659,3.4150552072526254e-05
360,660,3.504949048202846e-05
361,661,2.6979267915590185e-05
362,662,1.7764470074951063e-05
363,663,1.4028166500312053e-05
364,664,1.0466162514269807e-05
365,665,1.033565986146424e-05
366,666,1.0842124337904865e-05
367,667,1.1385753192856363e-05
368,668,1.1934740872145166e-05
369,669,1.2432444084281454e-05
370,670,1.28685882171961e-05
371,671,1.3280944089595124e-05
372,672,1.3629951400986662e-05
373,673,1.3925063489389745e-05
374,674,1.4153475162624755e-05
375,675,1.4333752187345062e-05
376,676,1.447467026140052e-05
