id ra dec g1_noshear g2_noshear r11 r22 g1_MC g2_MC flux T_noshear Tpsf_noshear g1cov_noshear g2cov_noshear chi2per_noshear g1_1p g2_1p T_1p Tpsf_1p g1cov_1p g2cov_1p chi2per_1p g1_1m g2_1m T_1m Tpsf_1m g1cov_1m g2cov_1m chi2per_1m g1_2p g2_2p T_2p Tpsf_2p g1cov_2p g2cov_2p chi2per_2p g1_2m g2_2m T_2m Tpsf_2m g1cov_2m g2cov_2m chi2per_2m s2n_noshear s2n_1p s2n_1m s2n_2p s2n_2m
5130.0 199.38311713234214 33.021370755758056 -0.0002503637422062374 -0.13130466832489948 -0.3107201855107544 0.7806872382388724 -0.15308246846528478 -0.047579175954913296 16.45092098015766 1.3127663726223198 0.0821850077578133 0.016136471433467775 0.011302235232365159 0.4200538845435337 0.04239189996810332 -0.11609865561262812 1.1653618306931666 0.08209560541586472 0.017257921654207576 0.010579017807941939 0.4178986496745814 0.04860630367831841 -0.1284005493297823 1.2655358338226492 0.08206089057720888 0.017330680807282478 0.010310689199876268 0.4193111163108644 0.029311842030356767 -0.10209711635537425 1.1131650564162123 0.08213504981363441 0.017687073486161404 0.010592194782155822 0.4203402456078869 0.00921221828424775 -0.1177108611201517 1.2093027684060282 0.08209818206701316 0.017252013214786293 0.010617096624343353 0.41890068564886174 6.682986809928169 6.673146194519833 6.691206152062455 6.680343772011473 6.693499682027928
5131.0 199.31132215217175 33.02142890028508 0.19620045769824843 -0.4215708596825358 3.6503894978472795 -14.477814716317022 0.26170199374335507 -0.29527989698492885 71.70203577526479 18.003359442767135 0.08216603712313571 0.0054452670437815575 0.0044234077241693745 0.41988083382303404 0.21446170112497318 -0.4220097897518269 19.135990856858434 0.0821027329943883 0.005430916286788376 0.004448667810482303 0.4188128207302491 0.14145391116802758 -0.06308409488002273 0.14991412116647726 0.0822089468661149 0.031340249739170926 0.047796077487283026 0.42071094128686964 0.2057316072952688 -0.4092365707782301 17.716334483237944 0.08218139678226839 0.0056408558362150175 0.004568887656289498 0.4214465574949501 0.15431505238723625 -0.11968027645188967 0.25158238493730944 0.08215962554949537 0.018566148663118644 0.03534492973512751 0.42273196152618464 9.849929789245937 9.902521569855756 6.037106300295448 9.858906687006153 6.105930517312131
5132.0 199.56864547616556 33.02157026731428 0.21485061604340233 -0.009983761762716037 0.3026071236106667 -0.18808504090704162 0.4648572769611284 0.9405413522736035 12.921724216024394 0.8896440779101685 0.08218837852807108 0.011538210524014552 0.019078093707288916 0.4200698325798778 0.2180415633164952 -0.005860513935042841 0.9236397728469872 0.08215128736170071 0.011330290618338214 0.018726984856585194 0.419041456590728 0.21198942084428188 -0.013041986839828051 0.8537218346897724 0.08205533517131278 0.01161196721121326 0.019419450276646034 0.4181604399269304 0.21806077092112203 -0.01681632271367359 0.9123731373356699 0.08213813000252229 0.011428382770717683 0.019195038960515824 0.419910905057775 0.21648334973930186 -0.013054621895532758 0.8246313793990204 0.08210327947143035 0.011794799348390821 0.019711091904357433 0.4195385259901341 6.349924751207746 6.369918563572269 6.32911190812582 6.350522571632178 6.347539290802899
5133.0 199.38237346749676 33.02156778434911 0.11523154131006393 0.06364907868283477 0.4042063912547855 -1.200922398928346 0.1698362075125332 -0.3304575593224794 7.29012993882779 0.22790707011861544 0.08207768048540001 0.021755136935307486 0.02782925656222988 0.4090886372163522 0.12976202933069667 0.023729847015486562 0.16870993650007596 0.08215690572963495 0.025631703074532282 0.03654393572853262 0.40804482180721174 0.12167790150560095 0.06296821804165709 0.17633141982116046 0.08219708287597245 0.01722799903490088 0.03961907481836816 0.4104935607362665 0.14092502742114632 -0.02748288825385549 0.13782946356196185 0.08209654173817818 0.019130638635780354 0.05688311965456886 0.40977541709814774 0.14374430992523127 -0.003464440275288569 0.18435881618293282 0.08219318273640622 0.021647420459137277 0.034613550059522165 0.41108633430888575 5.829599372882797 5.848883953155539 5.843595832763334 5.837586794293607 5.857899997393828
5134.0 199.4676156228564 33.02152000507049 0.04724851522879336 -0.1956238085712122 1.5920999271070468 -0.11816778740225964 -0.3411085340169445 0.8251017553408553 10.725691468580754 0.17361275690157524 0.08210104324515193 0.01655507633341487 0.01219643378965208 0.4070262594265332 0.07952308375919244 -0.1831351167449648 0.17491484906814997 0.08206873626634742 0.01647012238170372 0.010976711465944639 0.40715295309361055 0.0476810852170515 -0.1888883213690384 0.1720323407026476 0.08215267816552063 0.016891604063344643 0.011928741098097412 0.4073509148775911 0.06149450533524475 -0.19617077251088394 0.1655444857941392 0.08205428463061468 0.016360741183546496 0.011463803395097808 0.4092399745292758 0.04718530326285565 -0.19380741676283875 0.17559345440150995 0.08219801027830236 0.01657555288338734 0.011973750425173915 0.40751081058833316 9.371906196167695 9.369903656052944 9.37204009624504 9.38034957891376 9.36250241990491
5135.0 199.30983596933723 33.021274609364404 -0.015414055799193947 -0.042855058002667826 -1.9916596727299816 0.09059707716556412 0.017329343275624173 -0.4134973524554675 23.911295410725508 5.81952654340723 0.08216838911327512 0.053341752599429644 0.017630499962326115 0.4117904692244011 -0.03177286285971859 -0.04770250292057013 5.722844448013487 0.0821015930500695 0.05426678826606471 0.016851277184816067 0.411482040615381 0.008060330594881045 -0.04147790875249238 6.385450001537855 0.08208478072323898 0.05415167647002673 0.02050333413307222 0.41226019638937894 0.0016080193642055707 -0.04785277013086847 5.602329371741479 0.08204680507505091 0.04516034358703922 0.023334767214042696 0.4147651214191614 0.0025318510765171137 -0.049664711674179754 5.594227470153198 0.08208365844634638 0.04769812569122444 0.02071444186753514 0.41143100646372227 4.511024987357769 4.488155000918612 4.534934188147865 4.513699379295487 4.504570792311614
5136.0 199.56788688409347 33.021618570968336 0.11105323182608641 0.15385525180108411 -0.021643120950762262 3.995202768362638 1.5169226772023052 -1.0817794278503865 4.8000291086892295 0.1494913931376394 0.08205359891341579 0.04589566817969166 0.05386850217787493 0.4000714375117035 0.13368742924381316 0.17476064952472992 0.21591138015438263 0.08219709835968463 0.034539670156453095 0.045301693067345286 0.400666428969186 0.1341202916628284 0.11574929075248865 0.10467693169037584 0.08215780488467261 0.06489331681511677 0.07969538119727931 0.3995226250082237 0.10495773617946966 0.19387875896432594 0.19532547697028588 0.08212520223710244 0.03755725157740505 0.0479798398493282 0.4011499158040571 0.10761787500439894 0.11397470359707318 0.10698018341920405 0.08213459352318983 0.06432678262537957 0.06908603825334791 0.40204950131602507 4.3518041949415585 4.354629789584615 4.3400508622181615 4.34005359465762 4.35986946992469
5137.0 199.58874899400473 33.019370424727654 0.11441936103043879 0.031546058897317014 0.5971907443953768 0.6152940050927452 0.1940296882712896 0.05495330457308384 166.5411194521875 0.4064831731255465 0.08215684779464322 0.00011642107673043962 0.00011583178857021615 0.5814412668153578 0.12098371002329666 0.03132875234121888 0.4113030103765207 0.08212151613772366 0.00011536180090526173 0.00011469196111255481 0.5818006932258876 0.10903989513538913 0.031562364010312365 0.4066388311938593 0.08204782874659695 0.00011609077064960268 0.0001155401619897481 0.5812782271905658 0.11422577447059887 0.037766699528501306 0.4064242251964296 0.08210215132678104 0.00011715961433292479 0.00011657000022564306 0.5839067010666623 0.11475472280387433 0.0254608194266464 0.40877492039938856 0.08210180501315337 0.00011564279490775934 0.00011505446312893822 0.5818764575454949 109.14904395058444 109.04586875220556 109.24804388404421 109.13477823551419 109.16024791940836
5138.0 199.62669966758153 33.02059287107737 -0.17950862582858967 -0.030065615635589016 0.29553068095258817 0.420836368026087 -0.6079051825083008 -0.017197305978882207 47.822623469968825 0.21459281038299807 0.08209617019302436 0.0009785984815197067 0.0009856530857218118 0.46732525436955785 -0.1768883318163996 -0.029852540832557256 0.21307193332433794 0.08216408314661715 0.0009952080394671173 0.0010023684251466625 0.4671430924773185 -0.18279894543545136 -0.030603590979996695 0.21807548241003638 0.08211383540082154 0.0009678078497062047 0.0009744886390094807 0.46754597594853253 -0.17883843467781693 -0.025239505776250965 0.2148870584430971 0.08217499458509991 0.0009935624375123585 0.001001384262544986 0.4692128973389183 -0.1786686328345804 -0.033656233136772705 0.20945718707706765 0.0821762414700543 0.0010114825879117308 0.001018940982892064 0.46785954399833996 39.186093155262135 39.21142425573753 39.15879979531942 39.202688181394294 39.1669376192016
5139.0 199.34473259527834 33.02158169362354 -0.011271718440833273 0.11456074718513383 -3.7111129717792757 0.1864560631392967 -0.009377530251084051 0.642861896089224 2.398794978187041 0.12937328676668183 0.08214146911123832 0.2877899630798627 0.11837632829736981 0.41504510564397107 -0.09013144684032304 0.11211505394472754 1.4888741410662814 0.08219039613670676 0.048036827533342194 0.07343769956137468 0.41465563323709176 -0.015909187404737523 0.10080130510064728 0.08595016372482019 0.08211506194419033 0.572319275222312 0.03044720866383628 0.41540390191511806 -0.009952529482930322 0.11014920599081597 0.040078995134695615 0.0821519275832709 1.0477788466182736 0.03929439352412741 0.4153393219635816 -0.008519164311369763 0.10642008472803004 0.10185959838175235 0.08204946780814813 0.4966935417803789 0.0761192715035816 0.41748421825770937 2.3177253787769203 2.8414491306159517 2.3136942995394456 2.3698645356298176 2.27479632480268
