id,ra,dec,X_IMAGE,Y_IMAGE,g1_noshear,g2_noshear,g1_MC,g2_MC,g1_Rinv,g2_Rinv,T_noshear,flux
10.0,199.54528346560502,32.97280867835833,2841.9646,119.5976,0.5589796790529918,0.05849450886103242,-0.4937634197434656,-0.2090145317724546,0.4791398031136324,0.0551799578636672,0.5352015945085496,35.249822653914016
11.0,199.54458088768985,32.97280104074685,2851.3677,119.6842,0.859088328412395,0.1277530826486682,2.716496784194152,0.11295111650437033,0.7363835000765963,0.12051404233950659,3.329788630055291,52.87529510190466
96.0,199.4988154437899,32.97332322315908,3522.3662,128.2037,0.2593468025237194,0.03790824347084178,0.505789356174918,-0.06423801999801018,0.22230392365942292,0.0357601990022037,1.0178936294775376,99.78650562422858
113.0,199.3561108264217,32.97347650641737,5614.166,132.3788,0.27041326490099316,-0.1653228676983924,0.017623845099354947,0.18592022598917715,0.23178974721135331,-0.15595496143356985,1.0643186964064932,133.31758528845597
149.0,199.6550206302173,32.97279724640663,1232.2028,121.6958,0.00778407229493633,-0.07119723070070406,-0.007300558909503683,-0.06469005890770484,0.006672261991950692,-0.06716288873213908,0.9198584521185285,135.05379363296223
155.0,199.30461122615682,32.973804457207315,6369.7197,139.4673,0.21715526284916253,0.410573287035017,-0.02110473318652259,0.0034382177124245798,0.18613866261276557,0.3873084349227189,4.690665205344523,78.15197476833401
333.0,199.3842846595792,32.973517393902824,5193.7598,134.557,0.020041126558331318,-0.1328367305203173,0.014693387568137688,-0.18270776404030675,0.01717862346910813,-0.12530962881101199,0.7679656587115526,51.84470786676094
194.0,199.43986859954842,32.973944440933586,4386.5327,139.4941,0.49590782191373695,0.7199021599846025,-0.18699101205363955,-0.3983890742007741,0.42507659054227015,0.6791094006496843,58.59208977762653,118.82433739153974
228.0,199.3044491081282,32.97424299922181,6372.0693,147.4167,0.31595538160770836,0.3583041929711269,0.20132096059533988,0.4272475429658431,0.2708270175271584,0.33800113302076384,3.6987723967244626,77.00647931648152
293.0,199.4028370975768,32.97387688845348,4929.6763,138.9762,0.41859739889589287,0.2492568257914379,0.421967669490803,0.3070039142488603,0.3588085270481592,0.23513285968566425,1.0357263517278783,56.27436892017162
295.0,199.4035509443752,32.97407617441247,4919.2324,142.4589,0.38304844792228315,0.048506575699233334,0.41945682460937767,0.2991075454379099,0.3283370841519733,0.04575798404519226,2.233139444394204,78.5529259318977
300.0,199.63093310947568,32.9732896103639,1585.4359,129.4137,0.14657544416799384,0.035695968797862326,0.12701142867095136,0.05189360791967034,0.12563986150431758,0.033673281347627294,1.7110438364593945,73.63244348706628
